Chr	Start	End																						
chr6	125526185	125526395																						
chr18	55483530	55483740																						
chr9	67477633	67477843																						
chr11	106928041	106928251																						
chr6	145499652	145499862																						
chr16	11011241	11011451																						
chr5	124236202	124236412																						
chr13	42298406	42298616																						
chr5	147546001	147546211																						
chr7	45610943	45611153																						
chr11	75472697	75472907																						
chr13	30361091	30361301																						
chr4	49179538	49179748																						
chr3	96575656	96575866																						
chr19	55192547	55192757																						
chr3	7628958	7629168																						
chr17	5217265	5217475																						
chr15	53244854	53245064																						
chr18	80260033	80260243																						
chr5	126565847	126566057																						
chr2	133650143	133650353																						
chr6	139585962	139586172																						
chr2	133498779	133498989																						
chr3	131488566	131488776																						
chr9	55127092	55127302																						
chr7	14525344	14525554																						
chr19	38125276	38125486																						
chr13	104493577	104493787																						
chr11	8472505	8472715																						
chr5	22589674	22589884																						
chr19	6268689	6268899																						
chr2	69889412	69889622																						
chr12	25232756	25232966																						
chr1	155275042	155275252																						
chr5	64745158	64745368																						
chr11	59939882	59940092																						
chr19	36781194	36781404																						
chr11	115450240	115450450																						
chr9	46215755	46215965																						
chr18	31811643	31811853																						
chr18	46335673	46335883																						
chr5	63847159	63847369																						
chr15	98928577	98928787																						
chr8	12720839	12721049																						
chr14	60682778	60682988																						
chr3	41087203	41087413																						
chr9	111149286	111149496																						
chr19	32374327	32374537																						
chr2	167958892	167959102																						
chr4	76369998	76370208																						
chr12	113141391	113141601																						
chr6	37430714	37430924																						
chr1	38308559	38308769																						
chr5	103977378	103977588																						
chr10	59921339	59921549																						
chr19	32558972	32559182																						
chr9	79610415	79610625																						
chr8	41142993	41143203																						
chr16	10990832	10991042																						
chr7	111414469	111414679																						
chr3	58207104	58207314																						
chr13	97407872	97408082																						
chrX	16817610	16817820																						
chr15	82450111	82450321																						
chr1	136541752	136541962																						
chr6	37913711	37913921																						
chr10	67291094	67291304																						
chr6	70792282	70792492																						
chr13	24354856	24355066																						
chr6	121311027	121311237																						
chr4	138976061	138976271																						
chr8	46362429	46362639																						
chr16	5529963	5530173																						
chr8	117335574	117335784																						
chr4	76361864	76362074																						
chr8	90832997	90833207																						
chr4	53395105	53395315																						
chr8	84960054	84960264																						
chr11	7197526	7197736																						
chr8	33857700	33857910																						
chr4	65379551	65379761																						
chr4	101340848	101341058																						
chr8	124651924	124652134																						
chr5	140918602	140918812																						
chr5	36570206	36570416																						
chr14	76566221	76566431																						
chr8	70073184	70073394																						
chr4	141725799	141726009																						
chr6	94107818	94108028																						
chr12	85809276	85809486																						
chr4	39556331	39556541																						
chr10	59774226	59774436																						
chr4	138200677	138200887																						
chr12	90923316	90923526																						
chr2	155101800	155102010																						
chr3	21792279	21792489																						
chr6	141110843	141111053																						
chr13	63326167	63326377																						
chr15	96371396	96371606																						
chr7	63917833	63918043																						
chr1	90770192	90770402																						
chr15	59278940	59279150																						
chr16	45952708	45952918																						
chr17	53643430	53643640																						
chr18	12555648	12555858																						
chr9	23327291	23327501																						
chr6	137738430	137738640																						
chr7	143203919	143204129																						
chr6	31317740	31317950																						
chr18	33448012	33448222																						
chr12	4159295	4159505																						
chr1	191663645	191663855																						
chr6	24646858	24647068																						
chr2	5035322	5035532																						
chr16	34066991	34067201																						
chr5	87255932	87256142																						
chr10	75944604	75944814																						
chr7	44300062	44300272																						
chr1	59423743	59423953																						
chr8	13036575	13036785																						
chr5	146009614	146009824																						
chr13	6059787	6059997																						
chr1	121335906	121336116																						
chr13	75976665	75976875																						
chr4	49156829	49157039																						
chr9	62222638	62222848																						
chr4	19984576	19984786																						
chr4	19993285	19993495																						
chr11	105990387	105990597																						
chr17	63361773	63361983																						
chr3	19978522	19978732																						
chr14	86869710	86869920																						
chr1	102734081	102734291																						
chr10	123120918	123121128																						
chr10	83301175	83301385																						
chr13	96659029	96659239																						
chr5	106581053	106581263																						
chr10	127754924	127755134																						
chr3	84034454	84034664																						
chrX	151490747	151490957																						
chr8	46875993	46876203																						
chr3	127103918	127104128																						
chr6	3545080	3545290																						
chr5	81481017	81481227																						
chr19	21818432	21818642																						
chr19	4508727	4508937																						
chr18	61908975	61909185																						
chr1	33755229	33755439																						
chr11	83881509	83881719																						
chr4	53204597	53204807																						
chr4	97816171	97816381																						
chr2	167332248	167332458																						
chr10	108619371	108619581																						
chr1	162966270	162966480																						
chr5	88593578	88593788																						
chr5	75045575	75045785																						
chr10	87335250	87335460																						
chr13	37632850	37633060																						
chr15	75216947	75217157																						
chrX	169105945	169106155																						
chr3	148680214	148680424																						
chr17	29384812	29385022																						
chr17	4993668	4993878																						
chr17	89907751	89907961																						
chr15	54869161	54869371																						
chr12	101801152	101801362																						
chr15	59121610	59121820																						
chr6	141522625	141522835																						
chr6	116910653	116910863																						
chr5	112893756	112893966																						
chr2	160621678	160621888																						
chr19	12805832	12806042																						
chr5	91036744	91036954																						
chr8	91379352	91379562																						
chr2	32132915	32133125																						
chr5	17924246	17924456																						
chr4	86671023	86671233																						
chr3	142620292	142620502																						
chr3	98245981	98246191																						
chr1	180023651	180023861																						
chr5	119331498	119331708																						
chr4	96665178	96665388																						
chr15	34904458	34904668																						
chr5	135118688	135118898																						
chr17	88462898	88463108																						
chr10	108043653	108043863																						
chr8	23210019	23210229																						
chr2	67957601	67957811																						
chr14	52022341	52022551																						
chr12	117905526	117905736																						
chr3	57425215	57425425																						
chr6	13287889	13288099																						
chr13	62888936	62889146																						
chr11	29808460	29808670																						
chr5	126532117	126532327																						
chr11	51874258	51874468																						
chr6	95500921	95501131																						
chr5	99354616	99354826																						
chr4	150852135	150852345																						
chr6	90713708	90713918																						
chr14	73374399	73374609																						
chr16	14143380	14143590																						
chr17	29488746	29488956																						
chr11	107466655	107466865																						
chr2	44951816	44952026																						
chr12	80135312	80135522																						
chr3	138363013	138363223																						
chr6	48785854	48786064																						
chr15	100226991	100227201																						
chr14	45477847	45478057																						
chr9	31145406	31145616																						
chr11	90231685	90231895																						
chr7	68272719	68272929																						
chr8	93147432	93147642																						
chr6	116650413	116650623																						
chr6	95180012	95180222																						
chr15	73176979	73177189																						
chr1	175631962	175632172																						
chr4	43624515	43624725																						
chr10	111484038	111484248																						
chr2	12905866	12906076																						
chr13	60497695	60497905																						
chr2	109927124	109927334																						
chr9	71167283	71167493																						
chr1	86996926	86997136																						
chr8	46500001	46500211																						
chr16	10639314	10639524																						
chr15	38396244	38396454																						
chrX	12249139	12249349																						
chr15	38514896	38515106																						
chr1	119300436	119300646																						
chr12	17506068	17506278																						
chr9	21647717	21647927																						
chr4	125419575	125419785																						
chr9	103894453	103894663																						
chr14	17725369	17725579																						
chr13	113527077	113527287																						
chr3	5218843	5219053																						
chr4	59222382	59222592																						
chr5	92585961	92586171																						
chr13	101351266	101351476																						
chr13	100026111	100026321																						
chr8	89013294	89013504																						
chr9	31354047	31354257																						
chr1	58078419	58078629																						
chr13	99058649	99058859																						
chr13	52009828	52010038																						
chr16	31993294	31993504																						
chr13	36621163	36621373																						
chr6	80816622	80816832																						
chr5	63897709	63897919																						
chr6	95652917	95653127																						
chr14	34358250	34358460																						
chr2	90565356	90565566																						
chr1	170516264	170516474																						
chr1	172697550	172697760																						
chr6	116071887	116072097																						
chr11	106667898	106668108																						
chr4	127522096	127522306																						
chr11	70284934	70285144																						
chr2	126647912	126648122																						
chr13	58960400	58960610																						
chr17	71089163	71089373																						
chr10	15541995	15542205																						
chr7	140914115	140914325																						
chr1	191880987	191881197																						
chr4	62381534	62381744																						
chr3	130058944	130059154																						
chr2	68944968	68945178																						
chrX	18081553	18081763																						
chr12	80218336	80218546																						
chr9	69288266	69288476																						
chr9	100619557	100619767																						
chr7	39934003	39934213																						
chr17	79077666	79077876																						
chr19	17791750	17791960																						
chr10	59477084	59477294																						
chr1	153985671	153985881																						
chr5	100371236	100371446																						
chr14	18963345	18963555																						
chr5	105358999	105359209																						
chr9	60478059	60478269																						
chr8	93075261	93075471																						
chr6	54124644	54124854																						
chr5	46713480	46713690																						
chr17	28682790	28683000																						
chr17	85044542	85044752																						
chr6	142472971	142473181																						
chr10	61426484	61426694																						
chr1	82032452	82032662																						
chr6	108253428	108253638																						
chr2	68845510	68845720																						
chr13	41017065	41017275																						
chr1	179805893	179806103																						
chr13	81329856	81330066																						
chrX	12275670	12275880																						
chr2	132092809	132093019																						
chr14	74962782	74962992																						
chr6	6248636	6248846																						
chr12	71446327	71446537																						
chr18	62800071	62800281																						
chr3	98267892	98268102																						
chr18	20059687	20059897																						
chr18	16692995	16693205																						
chr5	83712947	83713157																						
chr13	114465522	114465732																						
chr8	93146658	93146868																						
chr15	88902561	88902771																						
chr18	65103241	65103451																						
chr1	194482721	194482931																						
chr16	37567456	37567666																						
chr7	39978209	39978419																						
chr5	4080982	4081192																						
chr3	65365226	65365436																						
chr19	6363143	6363353																						
chr6	35500082	35500292																						
chr11	80808593	80808803																						
chr3	90118474	90118684																						
chr6	95936498	95936708																						
chr11	80818235	80818445																						
chr13	34290412	34290622																						
chr2	105951553	105951763																						
chr7	113242834	113243044																						
chr3	115647178	115647388																						
chr9	116111698	116111908																						
chr7	98392528	98392738																						
chr12	71043710	71043920																						
chr5	66052877	66053087																						
chr6	93328765	93328975																						
chr7	19235506	19235716																						
chr5	145635311	145635521																						
chr3	113767652	113767862																						
chr13	99369667	99369877																						
chr4	59552951	59553161																						
chr2	15628510	15628720																						
chr1	10320248	10320458																						
chr8	86538709	86538919																						
chr12	77952545	77952755																						
chr15	97378043	97378253																						
chr7	49351905	49352115																						
chr17	79884059	79884269																						
chr10	83326683	83326893																						
chr13	60508216	60508426																						
chr6	146765383	146765593																						
chr8	36820619	36820829																						
chr10	4667109	4667319																						
chr10	67868337	67868547																						
chr19	36626981	36627191																						
chr19	46969798	46970008																						
chr5	38480443	38480653																						
chr3	121174513	121174723																						
chr2	60269905	60270115																						
chr4	133552814	133553024																						
chr7	135608251	135608461																						
chr5	91334354	91334564																						
chr3	54760751	54760961																						
chr13	69563959	69564169																						
chr13	69263789	69263999																						
chr5	151135587	151135797																						
chr11	22437497	22437707																						
chr6	111389848	111390058																						
chr16	97758398	97758608																						
chr13	69654515	69654725																						
chr5	121550553	121550763																						
chr1	52849460	52849670																						
chr9	119157086	119157296																						
chr15	75923401	75923611																						
chr5	135782932	135783142																						
chr11	110094270	110094480																						
chr2	132599224	132599434																						
chr5	28272904	28273114																						
chr12	110120278	110120488																						
chr9	97147325	97147535																						
chr5	53196553	53196763																						
chr11	108857963	108858173																						
chr9	14215515	14215725																						
chr4	108065540	108065750																						
chr18	33337314	33337524																						
chr10	93945926	93946136																						
chr18	75389529	75389739																						
chr16	33947795	33948005																						
chr6	88340852	88341062																						
chr5	22587783	22587993																						
chr8	68846180	68846390																						
chr18	61858733	61858943																						
chr11	75215130	75215340																						
chr17	79610514	79610724																						
chr18	54954299	54954509																						
chr15	80682423	80682633																						
chrX	60348812	60349022																						
chr4	6239166	6239376																						
chr15	82423618	82423828																						
chr5	121724778	121724988																						
chr19	60581563	60581773																						
chr4	145192762	145192972																						
chr5	122938732	122938942																						
chr6	113099729	113099939																						
chr4	128983781	128983991																						
chr7	71467423	71467633																						
chr8	33881593	33881803																						
chr16	30013148	30013358																						
chr3	41581544	41581754																						
chr1	106241128	106241338																						
chr17	28459766	28459976																						
chr13	97400915	97401125																						
chr2	20947147	20947357																						
chr6	115666759	115666969																						
chr1	133664479	133664689																						
chr11	119506520	119506730																						
chr4	49076120	49076330																						
chr3	28025193	28025403																						
chr8	91323626	91323836																						
chr6	49252407	49252617																						
chr1	37026012	37026222																						
chr2	15112116	15112326																						
chr18	64325892	64326102																						
chr5	122026289	122026499																						
chr5	122483282	122483492																						
chr5	138075742	138075952																						
chr13	51071897	51072107																						
chr18	46358301	46358511																						
chr9	23383916	23384126																						
chr13	28297211	28297421																						
chr4	105186719	105186929																						
chr1	4769032	4769242																						
chr3	69282498	69282708																						
chr4	105116917	105117127																						
chr4	32288156	32288366																						
chr4	15321812	15322022																						
chr18	4994402	4994612																						
chr8	108990579	108990789																						
chr16	30385622	30385832																						
chr14	25540219	25540429																						
chr16	4892236	4892446																						
chr3	66365465	66365675																						
chr2	94177317	94177527																						
chr9	122872690	122872900																						
chr3	28591370	28591580																						
chrX	52156812	52157022																						
chr12	79918025	79918235																						
chr1	190133251	190133461																						
chr8	44972096	44972306																						
chr2	80561831	80562041																						
chr16	45100970	45101180																						
chr5	146901530	146901740																						
chr10	89565819	89566029																						
chr6	63088324	63088534																						
chr10	99222807	99223017																						
chr15	88895952	88896162																						
chr1	61143535	61143745																						
chr7	88310870	88311080																						
chr1	165510234	165510444																						
chr4	115326208	115326418																						
chr11	109344154	109344364																						
chr15	82707398	82707608																						
chr6	141615419	141615629																						
chr6	138099682	138099892																						
chr11	78294678	78294888																						
chr6	112635812	112636022																						
chr14	7853754	7853964																						
chr10	21046829	21047039																						
chr13	60574141	60574351																						
chr7	138904167	138904377																						
chr8	46502353	46502563																						
chr6	100283537	100283747																						
chr14	62248427	62248637																						
chr9	70232136	70232346																						
chr14	27475570	27475780																						
chr2	49521666	49521876																						
chr5	99526969	99527179																						
chr13	34550659	34550869																						
chr2	146526755	146526965																						
chr2	130897918	130898128																						
chr3	129472058	129472268																						
chr7	84336844	84337054																						
chr13	23806783	23806993																						
chr13	114948914	114949124																						
chr1	74070283	74070493																						
chr10	62965917	62966127																						
chr10	78618313	78618523																						
chr2	69294615	69294825																						
chr7	49529600	49529810																						
chr1	191170875	191171085																						
chr4	141925936	141926146																						
chr1	162860293	162860503																						
chr4	107307142	107307352																						
chr11	88852891	88853101																						
chr5	113986276	113986486																						
chr1	156458797	156459007																						
chr7	39830945	39831155																						
chr15	32232310	32232520																						
chr6	88370393	88370603																						
chr11	16803889	16804099																						
chr7	75415607	75415817																						
chr13	34076978	34077188																						
chr8	86760878	86761088																						
chr13	81658464	81658674																						
chr12	7910709	7910919																						
chr4	95378688	95378898																						
chr6	119421031	119421241																						
chr10	96622290	96622500																						
chr10	24947960	24948170																						
chr16	91837661	91837871																						
chr7	30949987	30950197																						
chr5	25006951	25007161																						
chr11	90260268	90260478																						
chr11	30211699	30211909																						
chr9	40613301	40613511																						
chr3	7631150	7631360																						
chr18	4796636	4796846																						
chr5	86910827	86911037																						
chr10	80766590	80766800																						
chr11	97737788	97737998																						
chr19	46668330	46668540																						
chr17	53628229	53628439																						
chrX	109137259	109137469																						
chr9	121916352	121916562																						
chr15	27982357	27982567																						
chr9	50798398	50798608																						
chr14	25181525	25181735																						
chr1	67116718	67116928																						
chr19	20744674	20744884																						
chr3	142683397	142683607																						
chr5	107866436	107866646																						
chr9	122395907	122396117																						
chr2	4922544	4922754																						
chr6	37829062	37829272																						
chr4	53262549	53262759																						
chr3	18162842	18163052																						
chr3	107985998	107986208																						
chr14	50356861	50357071																						
chr2	148690348	148690558																						
chrX	12252171	12252381																						
chr5	52993940	52994150																						
chr9	79792446	79792656																						
chr2	10126283	10126493																						
chr11	100330920	100331130																						
chr16	29315528	29315738																						
chr13	95805935	95806145																						
chr19	31714536	31714746																						
chr3	19953932	19954142																						
chr11	28702516	28702726																						
chr17	48501321	48501531																						
chr19	10003041	10003251																						
chr18	65052936	65053146																						
chr19	14740262	14740472																						
chr5	51868225	51868435																						
chr14	45983373	45983583																						
chr5	89467143	89467353																						
chr2	160332115	160332325																						
chr14	34489892	34490102																						
chr6	16701968	16702178																						
chr5	122026920	122027130																						
chr4	15926655	15926865																						
chr14	14064921	14065131																						
chr7	19952649	19952859																						
chr11	7142868	7143078																						
chr11	46699056	46699266																						
chr1	106875680	106875890																						
chr13	45262093	45262303																						
chr2	160869551	160869761																						
chr7	25411024	25411234																						
chr17	28460462	28460672																						
chr10	127881114	127881324																						
chr11	55217614	55217824																						
chr2	173124328	173124538																						
chr10	23477581	23477791																						
chr6	140661259	140661469																						
chr11	50642665	50642875																						
chr8	116508861	116509071																						
chr12	24806132	24806342																						
chr5	22433677	22433887																						
chr12	113106380	113106590																						
chr12	93312280	93312490																						
chr11	22387620	22387830																						
chr11	53911041	53911251																						
chr16	17251616	17251826																						
chr2	120058883	120059093																						
chr19	34827979	34828189																						
chr5	132545917	132546127																						
chr3	83967297	83967507																						
chr17	44945404	44945614																						
chr15	77142904	77143114																						
chr17	79892047	79892257																						
chr8	41015155	41015365																						
chr2	27626761	27626971																						
chr2	141984104	141984314																						
chr15	53679964	53680174																						
chr6	34655828	34656038																						
chrX	70810684	70810894																						
chr19	53781975	53782185																						
chr19	44380177	44380387																						
chr5	134182851	134183061																						
chr13	38496821	38497031																						
chr19	36665701	36665911																						
chr6	134263456	134263666																						
chr16	18869502	18869712																						
chr4	109317602	109317812																						
chr8	36668356	36668566																						
chr2	131330684	131330894																						
chr19	3833136	3833346																						
chr7	16608185	16608395																						
chr4	116684085	116684295																						
chr3	122421921	122422131																						
chr2	153592741	153592951																						
chr4	49510334	49510544																						
chr11	5422088	5422298																						
chr5	90460648	90460858																						
chr19	20631106	20631316																						
chr3	77944842	77945052																						
chr1	152913642	152913852																						
chr18	62096174	62096384																						
chr2	67813059	67813269																						
chr7	130689990	130690200																						
chr18	38599502	38599712																						
chr17	86532905	86533115																						
chr5	43051071	43051281																						
chr2	10128682	10128892																						
chr13	35018877	35019087																						
chr12	117554692	117554902																						
chr8	121580526	121580736																						
chr5	51935452	51935662																						
chr6	129222443	129222653																						
chr2	6105513	6105723																						
chrX	17009286	17009496																						
chr3	146249958	146250168																						
chr4	147901156	147901366																						
chr1	118613680	118613890																						
chr5	121331584	121331794																						
chr1	93124042	93124252																						
chr11	38618825	38619035																						
chr8	122444479	122444689																						
chr8	56278251	56278461																						
chr4	155246182	155246392																						
chr10	95779912	95780122																						
chr7	115851213	115851423																						
chr6	101217895	101218105																						
chr9	98280208	98280418																						
chr6	88629852	88630062																						
chr7	118571580	118571790																						
chr14	21053201	21053411																						
chr8	126656664	126656874																						
chr19	30232751	30232961																						
chr8	117260258	117260468																						
chr3	57344916	57345126																						
chr14	100228113	100228323																						
chr10	96653136	96653346																						
chr17	63494860	63495070																						
chr3	138237999	138238209																						
chr2	10130711	10130921																						
chr5	124226652	124226862																						
chr4	59558346	59558556																						
chr8	12711648	12711858																						
chr15	66909440	66909650																						
chr8	35417867	35418077																						
chr16	23149562	23149772																						
chr5	76305952	76306162																						
chr1	75148851	75149061																						
chr3	121168609	121168819																						
chr8	46007364	46007574																						
chr15	79741531	79741741																						
chr8	123761587	123761797																						
chr3	96094331	96094541																						
chr19	36733285	36733495																						
chr2	134974781	134974991																						
chr3	58681830	58682040																						
chr11	31718372	31718582																						
chr5	117365938	117366148																						
chr18	54492139	54492349																						
chr1	74044527	74044737																						
chr13	95850516	95850726																						
chr6	15186225	15186435																						
chr10	90657933	90658143																						
chr2	90848422	90848632																						
chr2	70832007	70832217																						
chr4	56933200	56933410																						
chr10	125346354	125346564																						
chr3	9573787	9573997																						
chr8	46326828	46327038																						
chr5	107284036	107284246																						
chr11	51875843	51876053																						
chr9	78513806	78514016																						
chr7	65803770	65803980																						
chr5	66170707	66170917																						
chr10	5193461	5193671																						
chr19	21106186	21106396																						
chr6	114657317	114657527																						
chr17	79596084	79596294																						
chr8	46387106	46387316																						
chr12	8454482	8454692																						
chr1	169166008	169166218																						
chr14	16366183	16366393																						
chr10	53383104	53383314																						
chr2	107626982	107627192																						
chr6	121836524	121836734																						
chr2	72153904	72154114																						
chr2	65171520	65171730																						
chr14	31022728	31022938																						
chr10	42082337	42082547																						
chr8	105010145	105010355																						
chr7	46732565	46732775																						
chrX	160413053	160413263																						
chr14	122548593	122548803																						
chr3	104421020	104421230																						
chr15	78359043	78359253																						
chr10	92146332	92146542																						
chr12	32678918	32679128																						
chr3	27602204	27602414																						
chr9	52053602	52053812																						
chr1	179568899	179569109																						
chr1	192763131	192763341																						
chr16	33950969	33951179																						
chr10	127821995	127822205																						
chr17	80760707	80760917																						
chr3	29835039	29835249																						
chr6	71199690	71199900																						
chr15	53164104	53164314																						
chr2	52037150	52037360																						
chrX	38463238	38463448																						
chr6	141610888	141611098																						
chr16	35046413	35046623																						
chr9	97188724	97188934																						
chr2	118520063	118520273																						
chr19	34715972	34716182																						
chr7	99208812	99209022																						
chr6	134736957	134737167																						
chr12	28510025	28510235																						
chr16	97756747	97756957																						
chr1	84279047	84279257																						
chr1	162897951	162898161																						
chr2	114774416	114774626																						
chr5	99286669	99286879																						
chr1	21326831	21327041																						
chr3	104677943	104678153																						
chr5	89450886	89451096																						
chr5	66612938	66613148																						
chr6	54231844	54232054																						
chr19	55257635	55257845																						
chr10	75828512	75828722																						
chr3	133740481	133740691																						
chr5	87590022	87590232																						
chr2	117027130	117027340																						
chr12	81880205	81880415																						
chr17	36828546	36828756																						
chr11	108197601	108197811																						
chr3	57387709	57387919																						
chr11	79725017	79725227																						
chr14	115839587	115839797																						
chr6	88742835	88743045																						
chr11	46695908	46696118																						
chr19	14724721	14724931																						
chr5	87027449	87027659																						
chr9	74671696	74671906																						
chr2	117129245	117129455																						
chr9	104064937	104065147																						
chr5	145800945	145801155																						
chr15	67083152	67083362																						
chr12	117721877	117722087																						
chr9	68900160	68900370																						
chr14	100352922	100353132																						
chr18	62212934	62213144																						
chr6	34751733	34751943																						
chr13	52060651	52060861																						
chr19	32550532	32550742																						
chr1	87779250	87779460																						
chr10	127632890	127633100																						
chr4	138980117	138980327																						
chr1	182479077	182479287																						
chr19	17283378	17283588																						
chr15	91282953	91283163																						
chr2	173142941	173143151																						
chr2	54558441	54558651																						
chr2	68844706	68844916																						
chr2	144005287	144005497																						
chr8	104733806	104734016																						
chr7	99837742	99837952																						
chr18	42719005	42719215																						
chr3	58372719	58372929																						
chr19	44128609	44128819																						
chr14	46725008	46725218																						
chr3	132565887	132566097																						
chr10	96686154	96686364																						
chr3	122924176	122924386																						
chr10	60290483	60290693																						
chr16	23294359	23294569																						
chr10	28112923	28113133																						
chr14	64158989	64159199																						
chr11	62440920	62441130																						
chr12	79541565	79541775																						
chr10	128268453	128268663																						
chr18	31922036	31922246																						
chr4	34966429	34966639																						
chr10	8833983	8834193																						
chr9	21728464	21728674																						
chr16	32555732	32555942																						
chr6	134564582	134564792																						
chr7	46745869	46746079																						
chr18	35361291	35361501																						
chr11	99045615	99045825																						
chr8	48742821	48743031																						
chr4	120991631	120991841																						
chr2	75731153	75731363																						
chr16	52129410	52129620																						
chr8	117700809	117701019																						
chr8	86594504	86594714																						
chr17	86528003	86528213																						
chr9	48311285	48311495																						
chr11	54004406	54004616																						
chr10	25571876	25572086																						
chr19	20545002	20545212																						
chr9	46272961	46273171																						
chr3	22167847	22168057																						
chr9	71140208	71140418																						
chr13	73039802	73040012																						
chr18	68066608	68066818																						
chr5	145431109	145431319																						
chr11	71017151	71017361																						
chr5	97834876	97835086																						
chr13	114818719	114818929																						
chr1	153702584	153702794																						
chr12	52396550	52396760																						
chr17	17383769	17383979																						
chr3	86449021	86449231																						
chr11	78204820	78205030																						
chr18	38881818	38882028																						
chr18	84909956	84910166																						
chr7	37083101	37083311																						
chr1	165330710	165330920																						
chr2	104490854	104491064																						
chr13	75780215	75780425																						
chr11	101972742	101972952																						
chr1	16199410	16199620																						
chr11	110451652	110451862																						
chr10	41644549	41644759																						
chr1	75121599	75121809																						
chr4	107899348	107899558																						
chr16	24199824	24200034																						
chr4	6925104	6925314																						
chr6	59032779	59032989																						
chr1	40164381	40164591																						
chr17	12380456	12380666																						
chr16	86622855	86623065																						
chr10	99229457	99229667																						
chr13	35016057	35016267																						
chr14	41140762	41140972																						
chr11	3266979	3267189																						
chr4	9781506	9781716																						
chr11	106994751	106994961																						
chr14	8304036	8304246																						
chr9	52165689	52165899																						
chr14	34274246	34274456																						
chr6	117299542	117299752																						
chr7	48629909	48630119																						
chr12	56426749	56426959																						
chr17	66882379	66882589																						
chr12	108710863	108711073																						
chr11	116088305	116088515																						
chr14	47535374	47535584																						
chr6	51657048	51657258																						
chr15	90343843	90344053																						
chr5	89459079	89459289																						
chr12	82452559	82452769																						
chr1	62823788	62823998																						
chr10	8983468	8983678																						
chrX	71444814	71445024																						
chr5	146048287	146048497																						
chr15	25641439	25641649																						
chr4	150781452	150781662																						
chr4	155217223	155217433																						
chr6	125515931	125516141																						
chr3	96133437	96133647																						
chr10	77900201	77900411																						
chr16	31201837	31202047																						
chr18	8935573	8935783																						
chr2	153580673	153580883																						
chr6	54974541	54974751																						
chr2	126561817	126562027																						
chr9	48606242	48606452																						
chr5	144464732	144464942																						
chr9	115409055	115409265																						
chr7	13042629	13042839																						
chr6	108836303	108836513																						
chr3	153611420	153611630																						
chr5	145903389	145903599																						
chr5	93103554	93103764																						
chr1	165459310	165459520																						
chr12	79675925	79676135																						
chr1	175647114	175647324																						
chr15	68972311	68972521																						
chr5	89024474	89024684																						
chr5	33218858	33219068																						
chr19	10658512	10658722																						
chr7	6254611	6254821																						
chr2	38261796	38262006																						
chr12	118192750	118192960																						
chr4	97001448	97001658																						
chr8	125381738	125381948																						
chr3	121435256	121435466																						
chr3	27604054	27604264																						
chr1	128826498	128826708																						
chr4	130715185	130715395																						
chr7	16397536	16397746																						
chr1	93142987	93143197																						
chr7	112185364	112185574																						
chr1	51509206	51509416																						
chr7	130259062	130259272																						
chr13	101016379	101016589																						
chr5	35674249	35674459																						
chr8	124571897	124572107																						
chr2	128174633	128174843																						
chr11	29613325	29613535																						
chr2	132681143	132681353																						
chr6	50358403	50358613																						
chr16	36545452	36545662																						
chr6	117059876	117060086																						
chr1	58101745	58101955																						
chr13	49480114	49480324																						
chr6	37775224	37775434																						
chr10	53407554	53407764																						
chr16	86389341	86389551																						
chr13	59407321	59407531																						
chr3	27201748	27201958																						
chr2	104616360	104616570																						
chr12	17449794	17450004																						
chr7	119941604	119941814																						
chr3	40987653	40987863																						
chr9	64934585	64934795																						
chr6	94391169	94391379																						
chr1	182281579	182281789																						
chr15	96407204	96407414																						
chr12	39951962	39952172																						
chr7	140756641	140756851																						
chr10	127893890	127894100																						
chr2	118149887	118150097																						
chr6	23114764	23114974																						
chr3	121378768	121378978																						
chr19	34756908	34757118																						
chr17	78991619	78991829																						
chr12	75667010	75667220																						
chr6	72653484	72653694																						
chr2	132903538	132903748																						
chr13	42088434	42088644																						
chr13	69582505	69582715																						
chr2	163185766	163185976																						
chr4	135948799	135949009																						
chr4	100369883	100370093																						
chr9	121905588	121905798																						
chr10	4733378	4733588																						
chr19	39510584	39510794																						
chr13	46294412	46294622																						
chr9	55289848	55290058																						
chr4	44103598	44103808																						
chr1	76743002	76743212																						
chr6	95594397	95594607																						
chrX	52147906	52148116																						
chr15	38431565	38431775																						
chr15	59549038	59549248																						
chr3	118491158	118491368																						
chr9	80081899	80082109																						
chr4	25454804	25455014																						
chr1	153990755	153990965																						
chr8	22564628	22564838																						
chr13	69547646	69547856																						
chr4	15316177	15316387																						
chr3	5235593	5235803																						
chr2	137006572	137006782																						
chr7	28917557	28917767																						
chr1	59413439	59413649																						
chr12	99234403	99234613																						
chr4	62174535	62174745																						
chr5	30188213	30188423																						
chr19	27410628	27410838																						
chr15	89375215	89375425																						
chr3	27616592	27616802																						
chr9	63183961	63184171																						
chr3	85845418	85845628																						
chr1	191641409	191641619																						
chr5	32034546	32034756																						
chr15	10202582	10202792																						
chr13	40971325	40971535																						
chr13	64314084	64314294																						
