Chr	Start	End																						
chr6	30406795	30406997																						
chr8	4360893	4361095																						
chr8	85528532	85528734																						
chr12	84939599	84939801																						
chr14	60649017	60649219																						
chr3	136872639	136872841																						
chr1	121243987	121244189																						
chr10	13988369	13988571																						
chr5	45857678	45857880																						
chr12	105753845	105754047																						
chr5	87089334	87089536																						
chr10	42268254	42268456																						
chr17	46734158	46734360																						
chr3	88684325	88684527																						
chr1	100114821	100115023																						
chr2	104492991	104493193																						
chr11	43351416	43351618																						
chr6	94168133	94168335																						
chr1	162037899	162038101																						
chr8	128337041	128337243																						
chr6	58740563	58740765																						
chr12	82742897	82743099																						
chr5	5285988	5286190																						
chr2	132237300	132237502																						
chr11	98265010	98265212																						
chr11	106975895	106976097																						
chr4	136140079	136140281																						
chr17	28290386	28290588																						
chr15	59055306	59055508																						
chr4	41745111	41745313																						
chr13	16069166	16069368																						
chr1	191921826	191922028																						
chr8	11098578	11098780																						
chr16	4446634	4446836																						
chr8	89364326	89364528																						
chr3	77831813	77832015																						
chr9	25173156	25173358																						
chr17	32327340	32327542																						
chr7	143751560	143751762																						
chr18	68826188	68826390																						
chr3	121378753	121378955																						
chr8	126720580	126720782																						
chr4	148039332	148039534																						
chr14	24881973	24882175																						
chr1	174931206	174931408																						
chr18	77065857	77066059																						
chr12	112597208	112597410																						
chr13	93653508	93653710																						
chr5	51868194	51868396																						
chr11	97750944	97751146																						
chr13	42593632	42593834																						
chr14	54381803	54382005																						
chr15	55262732	55262934																						
chr6	121122648	121122850																						
chr13	89682255	89682457																						
chr5	122541964	122542166																						
chr15	3353774	3353976																						
chr16	13313436	13313638																						
chr10	99271212	99271414																						
chr10	96924211	96924413																						
chr3	86458776	86458978																						
chr5	114784651	114784853																						
chr9	47423493	47423695																						
chr17	34979751	34979953																						
chr5	122622570	122622772																						
chr3	75953014	75953216																						
chr16	93611056	93611258																						
chr1	9798861	9799063																						
chr4	11447056	11447258																						
chr2	84851170	84851372																						
chr14	14021459	14021661																						
chr1	58114112	58114314																						
chr7	87371460	87371662																						
chr3	104220654	104220856																						
chr13	34223030	34223232																						
chr4	49558190	49558392																						
chr5	116445696	116445898																						
chr5	54060038	54060240																						
chr4	49560040	49560242																						
chr5	137414405	137414607																						
chr19	56873875	56874077																						
chr3	29122701	29122903																						
chr7	98418122	98418324																						
chr1	166266433	166266635																						
chr16	26749782	26749984																						
chr15	89431389	89431591																						
chr8	13513658	13513860																						
chr5	122518347	122518549																						
chr8	107048983	107049185																						
chr1	59487420	59487622																						
chr2	6646407	6646609																						
chr11	95365783	95365985																						
chr4	8309354	8309556																						
chr10	25395545	25395747																						
chr6	71999880	72000082																						
chr11	73047546	73047748																						
chr3	142274566	142274768																						
chr11	110870960	110871162																						
chr18	65037172	65037374																						
chr18	43968036	43968238																						
chr8	25659714	25659916																						
chr17	27821800	27822002																						
chr17	27552964	27553166																						
chr1	185203238	185203440																						
chr11	117309956	117310158																						
chr10	84914320	84914522																						
chr18	39040201	39040403																						
chr9	79610383	79610585																						
chr5	92713121	92713323																						
chr4	62057506	62057708																						
chr5	25155462	25155664																						
chr1	151167322	151167524																						
chr6	6281342	6281544																						
chr5	147748152	147748354																						
chr10	20828387	20828589																						
chr3	27907415	27907617																						
chr7	19956395	19956597																						
chr9	121405371	121405573																						
chr15	38064241	38064443																						
chrX	52153027	52153229																						
chr7	97418796	97418998																						
chr14	65380523	65380725																						
chr13	34272337	34272539																						
chr11	102430074	102430276																						
chr8	105771782	105771984																						
chr4	84622634	84622836																						
chr17	34854866	34855068																						
chr18	84906363	84906565																						
chr1	156658786	156658988																						
chr12	86890439	86890641																						
chr8	126661564	126661766																						
chr16	77369937	77370139																						
chr4	101293181	101293383																						
chrX	57212706	57212908																						
chr5	104417710	104417912																						
chr10	42251326	42251528																						
chr5	150583850	150584052																						
chr16	72888125	72888327																						
chr8	36704750	36704952																						
chr9	119155574	119155776																						
chr15	93519283	93519485																						
chr15	98802980	98803182																						
chr13	114490816	114491018																						
chr1	97769246	97769448																						
chr9	40613306	40613508																						
chr8	35410232	35410434																						
chr4	53139661	53139863																						
chr10	127754907	127755109																						
chr7	126689084	126689286																						
chr1	187181467	187181669																						
chr12	76273244	76273446																						
chr2	65374479	65374681																						
chr18	65222720	65222922																						
chr12	57447306	57447508																						
chr3	122895303	122895505																						
chr4	15139209	15139411																						
chr5	122400751	122400953																						
chr2	30409597	30409799																						
chr1	164458712	164458914																						
chr5	103806987	103807189																						
chr8	41216151	41216353																						
chr13	30871849	30872051																						
chr8	48517526	48517728																						
chr6	37481354	37481556																						
chr16	72734328	72734530																						
chr2	68945009	68945211																						
chr4	35113935	35114137																						
chr6	37619081	37619283																						
chr12	16042348	16042550																						
chr11	21121644	21121846																						
chr7	48841546	48841748																						
chr18	46455160	46455362																						
chr1	138606796	138606998																						
chr4	118544782	118544984																						
chr19	43811505	43811707																						
chr5	121566645	121566847																						
chr13	28416265	28416467																						
chr17	25152853	25153055																						
chr3	96133387	96133589																						
chr4	65376594	65376796																						
chr4	108065552	108065754																						
chr9	96085401	96085603																						
chr18	74767899	74768101																						
chr8	46403252	46403454																						
chr8	88857329	88857531																						
chr6	15610749	15610951																						
chr13	104615015	104615217																						
chr14	76520575	76520777																						
chr1	131084330	131084532																						
chr15	96547894	96548096																						
chr6	144056894	144057096																						
chr8	109587046	109587248																						
chr7	80053196	80053398																						
chr10	21376816	21377018																						
chr17	31939384	31939586																						
chr11	101714092	101714294																						
chr5	145737739	145737941																						
chr14	16515679	16515881																						
chr9	48723691	48723893																						
chr1	130822219	130822421																						
chr2	155641611	155641813																						
chr10	127160102	127160304																						
chr12	72938588	72938790																						
chr18	10700471	10700673																						
chr19	20954925	20955127																						
chr11	109822382	109822584																						
chr4	149777303	149777505																						
chr9	119309228	119309430																						
chr12	52396550	52396752																						
chr9	45953671	45953873																						
chr4	49076105	49076307																						
chr8	82402942	82403144																						
chr6	8752849	8753051																						
chr1	190044240	190044442																						
chr4	83257591	83257793																						
chr14	31023512	31023714																						
chr16	33882532	33882734																						
chr3	98917001	98917203																						
chr6	23126822	23127024																						
chr14	122107655	122107857																						
chr6	72028158	72028360																						
chr5	148748224	148748426																						
chrX	103287054	103287256																						
chr10	20070703	20070905																						
chr19	43896029	43896231																						
chr6	5046019	5046221																						
chr11	88523681	88523883																						
chr15	97378051	97378253																						
chr18	39004818	39005020																						
chr4	82399742	82399944																						
chr5	96453525	96453727																						
chr9	95605958	95606160																						
chr19	6067903	6068105																						
chr10	95416811	95417013																						
chr3	108311772	108311974																						
chr8	122134094	122134296																						
chr12	103347320	103347522																						
chr15	79327504	79327706																						
chr10	23924056	23924258																						
chr5	120565238	120565440																						
chr7	119783472	119783674																						
chr11	57986144	57986346																						
chr3	138360837	138361039																						
chr2	29737274	29737476																						
chr3	31094550	31094752																						
chr19	40225791	40225993																						
chr13	37940692	37940894																						
chr8	79393353	79393555																						
chr9	70011225	70011427																						
chr13	9057350	9057552																						
chr6	87545815	87546017																						
chr8	24428611	24428813																						
chr16	52375214	52375416																						
chr3	75942225	75942427																						
chr3	127124442	127124644																						
chr12	24653120	24653322																						
chr10	89533605	89533807																						
chr10	127759224	127759426																						
chr9	102721732	102721934																						
chr10	95429249	95429451																						
chr13	95642949	95643151																						
chr6	94765861	94766063																						
chr5	137979156	137979358																						
chr1	22315517	22315719																						
chr17	56405414	56405616																						
chr6	113440318	113440520																						
chr15	38470605	38470807																						
chr19	4594192	4594394																						
chr3	9920422	9920624																						
chr17	36486920	36487122																						
chr4	108447775	108447977																						
chr4	40830649	40830851																						
chr2	144295403	144295605																						
chr1	162866487	162866689																						
chr3	98280205	98280407																						
chr2	102745680	102745882																						
chr13	60684287	60684489																						
chr12	73884142	73884344																						
chr11	67526688	67526890																						
chr19	32282750	32282952																						
chr8	86154567	86154769																						
chr9	44401145	44401347																						
chr10	4589684	4589886																						
chr2	70667337	70667539																						
chr14	116208677	116208879																						
chr10	59465734	59465936																						
chr18	65103236	65103438																						
chr16	30036223	30036425																						
chr10	80142204	80142406																						
chr8	40653670	40653872																						
chr3	54757974	54758176																						
chr2	155266967	155267169																						
chr5	92707929	92708131																						
chr19	55266905	55267107																						
chr13	37644920	37645122																						
chr8	119395988	119396190																						
chr16	33836731	33836933																						
chr12	30943665	30943867																						
chr1	91064826	91065028																						
chr6	28681660	28681862																						
chr4	105384939	105385141																						
chr6	83315724	83315926																						
chr19	43888749	43888951																						
chr4	43402471	43402673																						
chr3	60501219	60501421																						
chr5	111506465	111506667																						
chr15	69055697	69055899																						
chr17	49305253	49305455																						
chr12	103348517	103348719																						
chr4	149282099	149282301																						
chr5	72857806	72858008																						
chr12	7977417	7977619																						
chr4	99178869	99179071																						
chr16	45976320	45976522																						
chr9	61829387	61829589																						
chr4	117977956	117978158																						
chr13	93648759	93648961																						
chr2	91811513	91811715																						
chr14	121073138	121073340																						
chr16	59594763	59594965																						
chr5	43904772	43904974																						
chr4	22237742	22237944																						
chr9	48694901	48695103																						
chr7	24474913	24475115																						
chr2	146526741	146526943																						
chr3	27899020	27899222																						
chr5	112293785	112293987																						
chr3	55248671	55248873																						
chr4	117978387	117978589																						
chr4	44104278	44104480																						
chr17	32282078	32282280																						
chr1	131917796	131917998																						
chr5	121592838	121593040																						
chr10	62651402	62651604																						
chr10	24361560	24361762																						
chr6	37510879	37511081																						
chr10	61426205	61426407																						
chr12	85429947	85430149																						
chr5	65938377	65938579																						
chr1	119667045	119667247																						
chr3	10286004	10286206																						
chr8	82249933	82250135																						
chr1	68682781	68682983																						
chr10	8642418	8642620																						
chr11	79884871	79885073																						
chr14	20189810	20190012																						
chr2	114774412	114774614																						
chr11	89003222	89003424																						
chr3	121856224	121856426																						
chr7	17003026	17003228																						
chr3	149169508	149169710																						
chr8	127066578	127066780																						
chr9	106447469	106447671																						
chr4	49178156	49178358																						
chr6	72584176	72584378																						
chr7	19547397	19547599																						
chr15	96710360	96710562																						
chr13	89949338	89949540																						
chr5	123186018	123186220																						
chr5	150599339	150599541																						
chr13	70762719	70762921																						
chr14	14065497	14065699																						
chr13	60683169	60683371																						
chr5	107123079	107123281																						
chr1	83900402	83900604																						
chr14	30907759	30907961																						
chr5	142915323	142915525																						
chr5	74068898	74069100																						
chr13	119679762	119679964																						
chr15	91191004	91191206																						
chr1	182602340	182602542																						
chr12	84052688	84052890																						
chr4	149789818	149790020																						
chr4	45969093	45969295																						
chr17	26087198	26087400																						
chr5	20321141	20321343																						
chr13	9418686	9418888																						
chr2	172703922	172704124																						
chr5	75975536	75975738																						
chr5	21643632	21643834																						
chr7	45610968	45611170																						
chr17	83214024	83214226																						
chr7	79844189	79844391																						
chr11	69366208	69366410																						
chr17	84653671	84653873																						
chr1	136875046	136875248																						
chr7	137991348	137991550																						
chr13	43531305	43531507																						
chr15	91276093	91276295																						
chr9	54860604	54860806																						
chr9	85328172	85328374																						
chr1	153701562	153701764																						
chr3	21817026	21817228																						
chr13	101351287	101351489																						
chr10	8886539	8886741																						
chr15	77922663	77922865																						
chr2	162987367	162987569																						
chr12	35283449	35283651																						
chr13	109881110	109881312																						
chr16	45927741	45927943																						
chr8	36722460	36722662																						
chr10	95808859	95809061																						
chr15	99393687	99393889																						
chr6	86182610	86182812																						
chr5	142621477	142621679																						
chr9	48585547	48585749																						
chr7	12929452	12929654																						
chr4	144904122	144904324																						
chr9	78217202	78217404																						
chr17	28429017	28429219																						
chr10	58463058	58463260																						
chr19	41829000	41829202																						
chr13	51991459	51991661																						
chr19	12695601	12695803																						
chr3	149170346	149170548																						
chr13	58216451	58216653																						
chr2	3696006	3696208																						
chr6	24950715	24950917																						
chr13	23806817	23807019																						
chr9	105754412	105754614																						
chr3	135508263	135508465																						
chr10	79350252	79350454																						
chr14	51089618	51089820																						
chr7	132574642	132574844																						
chr10	79878295	79878497																						
chr1	168437821	168438023																						
chr18	4994418	4994620																						
chr10	111819839	111820041																						
chr11	57984081	57984283																						
chr6	135543960	135544162																						
chr9	65612182	65612384																						
chr13	112314762	112314964																						
chr17	28460485	28460687																						
chr15	75317224	75317426																						
chr9	71159832	71160034																						
chr19	20529982	20530184																						
chr8	109579776	109579978																						
chr7	35857760	35857962																						
chr13	56461633	56461835																						
chr2	105058770	105058972																						
chr13	32825059	32825261																						
chr13	52821694	52821896																						
chr10	99262949	99263151																						
chr2	151927186	151927388																						
chr3	19164309	19164511																						
chr13	95609202	95609404																						
chr5	33123751	33123953																						
chr1	179982981	179983183																						
chr7	26315452	26315654																						
chr17	47464584	47464786																						
chr12	25800366	25800568																						
chr18	9796383	9796585																						
chr2	60802915	60803117																						
chr5	146023636	146023838																						
chr5	121432494	121432696																						
chr3	96555074	96555276																						
chr2	26957176	26957378																						
chr6	121057210	121057412																						
chr10	77588187	77588389																						
chr8	79382826	79383028																						
chr19	4829269	4829471																						
chr5	125286166	125286368																						
chr15	101922421	101922623																						
chr3	21908943	21909145																						
chr16	43014282	43014484																						
chr13	96593699	96593901																						
chr8	3222013	3222215																						
chr9	30824223	30824425																						
chr18	34860341	34860543																						
chr1	71579592	71579794																						
chr12	17448850	17449052																						
chr3	61092053	61092255																						
chr10	11274614	11274816																						
chr7	143286888	143287090																						
chr10	99441070	99441272																						
chr8	45253197	45253399																						
chr8	116993601	116993803																						
chr6	72058596	72058798																						
chr18	61412707	61412909																						
chr13	75440147	75440349																						
chr8	104732130	104732332																						
chr2	43222733	43222935																						
chr6	108811152	108811354																						
chr1	21530922	21531124																						
chr9	62145303	62145505																						
chr6	87866300	87866502																						
chr9	119305933	119306135																						
chr3	39900342	39900544																						
chr5	32056294	32056496																						
chr8	91403689	91403891																						
chr10	117146010	117146212																						
chr5	42449642	42449844																						
chr2	160349674	160349876																						
chr5	148787224	148787426																						
chr3	83900298	83900500																						
chr5	135688614	135688816																						
chr14	8331652	8331854																						
chr3	129472022	129472224																						
chr3	98701810	98702012																						
chr7	141581231	141581433																						
chr2	69405803	69406005																						
chr2	70838923	70839125																						
chr7	132620519	132620721																						
chr1	167306431	167306633																						
chr19	39675618	39675820																						
chr13	28860701	28860903																						
chr11	4446499	4446701																						
chr8	11754833	11755035																						
chr12	79613893	79614095																						
chr13	56558918	56559120																						
chr1	34236504	34236706																						
chr6	129160269	129160471																						
chr10	75795065	75795267																						
chr4	90643696	90643898																						
chr5	108396149	108396351																						
chr16	38909578	38909780																						
chr18	80271576	80271778																						
chr14	54300213	54300415																						
chr2	34147011	34147213																						
chr2	91962229	91962431																						
chr12	78215554	78215756																						
chr12	118242151	118242353																						
chr2	172452129	172452331																						
chr7	101616545	101616747																						
chr1	191420360	191420562																						
chr10	67087525	67087727																						
chr2	154601389	154601591																						
chr5	24908909	24909111																						
chr5	137985789	137985991																						
chr9	99390246	99390448																						
chr12	41345755	41345957																						
chr8	109984111	109984313																						
chr11	38075244	38075446																						
chr1	153985703	153985905																						
chr14	73623097	73623299																						
chr6	59455991	59456193																						
chr6	142918773	142918975																						
chr11	110073699	110073901																						
chr10	23137234	23137436																						
chr5	88797199	88797401																						
chr4	62699638	62699840																						
chr7	140116466	140116668																						
chr3	146499434	146499636																						
chr4	86436408	86436610																						
chr19	4070432	4070634																						
chr4	34977363	34977565																						
chr10	44604532	44604734																						
chr18	80227167	80227369																						
chr16	31993352	31993554																						
chr7	6770349	6770551																						
chr19	23066848	23067050																						
chr2	155052756	155052958																						
chr15	91049970	91050172																						
chr5	22433656	22433858																						
chr11	48999949	49000151																						
chr9	74528689	74528891																						
chr1	58078487	58078689																						
chr15	3464881	3465083																						
chr3	35759596	35759798																						
chr11	83983815	83984017																						
chr17	86776647	86776849																						
chr6	124738567	124738769																						
chr13	101768707	101768909																						
chr10	75789988	75790190																						
chr1	181467338	181467540																						
chr19	3225395	3225597																						
chr6	137465359	137465561																						
chr1	88074553	88074755																						
chr14	62509485	62509687																						
chr4	144960601	144960803																						
chr2	141997825	141998027																						
chr18	54969040	54969242																						
chr14	70493157	70493359																						
chr6	72245060	72245262																						
chr14	45386531	45386733																						
chr4	57809599	57809801																						
chr4	118123062	118123264																						
chr2	67723565	67723767																						
chr19	46110909	46111111																						
chr9	119342782	119342984																						
chr4	121167717	121167919																						
chr3	75787730	75787932																						
chr11	59640082	59640284																						
chr8	33913044	33913246																						
chr11	95724579	95724781																						
chr7	19831835	19832037																						
chr7	143313652	143313854																						
chr6	89297407	89297609																						
chr5	105828139	105828341																						
chr8	123042662	123042864																						
chr11	11898030	11898232																						
chr1	190044920	190045122																						
chr1	113194176	113194378																						
chr11	53308993	53309195																						
chr9	90135999	90136201																						
chr2	72752898	72753100																						
chr2	160744923	160745125																						
chr15	79326957	79327159																						
chr16	4702790	4702992																						
chr4	117982796	117982998																						
chr16	34745080	34745282																						
chr4	105220927	105221129																						
chr2	108755869	108756071																						
chr14	25540229	25540431																						
chr1	34252450	34252652																						
chr1	87294579	87294781																						
chr17	29399343	29399545																						
chr12	17601708	17601910																						
chr9	42265405	42265607																						
chr18	64626232	64626434																						
chr11	115166868	115167070																						
chr13	24825725	24825927																						
chr16	76224908	76225110																						
chr8	72216705	72216907																						
chr1	195031833	195032035																						
chr14	29016025	29016227																						
chr1	22672621	22672823																						
chr13	60603036	60603238																						
chr7	46845303	46845505																						
chr13	64078485	64078687																						
chr18	33351806	33352008																						
chr3	57344328	57344530																						
chr10	43244857	43245059																						
chr13	109899500	109899702																						
chr6	124754034	124754236																						
chr16	30518023	30518225																						
chr12	81108544	81108746																						
chr6	100629228	100629430																						
chr7	116031847	116032049																						
chr11	102143096	102143298																						
chr1	133222781	133222983																						
chr9	116351061	116351263																						
chr2	157830731	157830933																						
chr9	37211960	37212162																						
chr5	107825767	107825969																						
chr8	117695804	117696006																						
chr3	149088770	149088972																						
chr5	122771065	122771267																						
chr2	155071054	155071256																						
chr12	52471709	52471911																						
chr7	26878702	26878904																						
chr7	120173689	120173891																						
chr17	46320561	46320763																						
chr14	73132125	73132327																						
chr2	54558424	54558626																						
chr2	90928664	90928866																						
chr19	54820635	54820837																						
chr1	89620068	89620270																						
chr15	61100918	61101120																						
chr10	120201536	120201738																						
chr16	89496120	89496322																						
chr13	109714714	109714916																						
chr14	66280732	66280934																						
chr18	31922026	31922228																						
chr9	31030206	31030408																						
chr9	74793487	74793689																						
chr13	43955148	43955350																						
chr15	59047777	59047979																						
chr8	85674774	85674976																						
chr5	125122152	125122354																						
chr2	140412475	140412677																						
chr18	39039213	39039415																						
chr14	60636631	60636833																						
chr19	27663408	27663610																						
chr19	56525094	56525296																						
chr9	95542587	95542789																						
chr5	35047416	35047618																						
chr17	5089599	5089801																						
chr14	34661809	34662011																						
chr7	141794423	141794625																						
chr12	25181360	25181562																						
chr8	13516047	13516249																						
chr5	52670879	52671081																						
chr8	104591986	104592188																						
chr11	101658357	101658559																						
chr6	97353502	97353704																						
chr5	8899768	8899970																						
chr19	39909917	39910119																						
chr6	24662947	24663149																						
chr6	122118105	122118307																						
chr11	98586128	98586330																						
chr13	24558063	24558265																						
chr4	155569119	155569321																						
chr19	12489027	12489229																						
chr18	74935816	74936018																						
chr15	38299248	38299450																						
chr12	33311855	33312057																						
chr6	31318576	31318778																						
chr11	98754941	98755143																						
chr17	56185962	56186164																						
chr9	89219726	89219928																						
chr3	32492494	32492696																						
chr3	123353726	123353928																						
chr4	155205969	155206171																						
chr19	53780853	53781055																						
chr11	17501155	17501357																						
chr9	46235283	46235485																						
chr5	87097587	87097789																						
chr13	24375380	24375582																						
chr7	137223186	137223388																						
chr2	120312604	120312806																						
chr5	46139180	46139382																						
chr8	93332877	93333079																						
chr2	103844112	103844314																						
chr8	127946351	127946553																						
chr16	28996756	28996958																						
chr3	104189263	104189465																						
chr15	44683742	44683944																						
chr7	16504933	16505135																						
chrX	101644139	101644341																						
chr7	116286360	116286562																						
chr19	46290729	46290931																						
chr2	163412392	163412594																						
chr8	95450376	95450578																						
chr11	110178209	110178411																						
chr4	150020088	150020290																						
chr19	58339524	58339726																						
chrX	143099423	143099625																						
chr1	91317794	91317996																						
chr9	71726261	71726463																						
chr4	15022280	15022482																						
chr1	155108477	155108679																						
chr15	88192362	88192564																						
chr11	55217576	55217778																						
chr16	13358784	13358986																						
chr11	62440911	62441113																						
chr10	86705739	86705941																						
chr9	78105089	78105291																						
chr3	29731587	29731789																						
chr17	4943584	4943786																						
chr17	63181789	63181991																						
chr8	93070890	93071092																						
chr12	111537050	111537252																						
chr11	78499109	78499311																						
chr1	36244235	36244437																						
chr17	12925134	12925336																						
chr2	146502585	146502787																						
chr2	75632702	75632904																						
chr2	128568079	128568281																						
chr17	31703663	31703865																						
chr6	51720704	51720906																						
chr6	95594378	95594580																						
chr2	144183506	144183708																						
chrX	85049627	85049829																						
chr6	37926857	37927059																						
chr1	58029684	58029886																						
chr14	17725360	17725562																						
chr2	32714211	32714413																						
chr11	49091269	49091471																						
chr13	69002703	69002905																						
chr2	122771054	122771256																						
chr14	48201584	48201786																						
chr10	53383066	53383268																						
chr12	8109451	8109653																						
chr11	95778878	95779080																						
chr11	30769487	30769689																						
chr5	75799653	75799855																						
chr14	64634175	64634377																						
chr2	160365480	160365682																						
chr15	62258078	62258280																						
chr8	5030562	5030764																						
chr8	56231074	56231276																						
chr1	170456409	170456611																						
chr2	132923720	132923922																						
chr17	79995390	79995592																						
chr13	44839899	44840101																						
chr9	57313934	57314136																						
chr5	51511562	51511764																						
chr12	73838270	73838472																						
chr1	93128263	93128465																						
chr9	69227952	69228154																						
chr15	59121596	59121798																						
chr5	142432239	142432441																						
chr6	100144071	100144273																						
chr19	61138740	61138942																						
chr3	19953923	19954125																						
chr4	40142839	40143041																						
chr11	63077148	63077350																						
chr8	104641713	104641915																						
chr1	82167024	82167226																						
chr11	86840796	86840998																						
chr5	42639754	42639956																						
chr5	93150244	93150446																						
chr5	30618363	30618565																						
chr3	28714406	28714608																						
chr4	141506466	141506668																						
chr12	80819977	80820179																						
chr12	77986832	77987034																						
chr16	29985650	29985852																						
chr2	179959197	179959399																						
chr6	87873145	87873347																						
chr18	64655174	64655376																						
chr19	44319886	44320088																						
chr11	96076816	96077018																						
chr15	53343249	53343451																						
chr16	43335837	43336039																						
chr5	124210370	124210572																						
chr16	30443485	30443687																						
chr19	4838410	4838612																						
chr1	171037887	171038089																						
chr3	146589657	146589859																						
chr9	111457777	111457979																						
chr6	120905279	120905481																						
chr1	39577477	39577679																						
chr6	23248261	23248463																						
chr4	137769036	137769238																						
chr16	23979479	23979681																						
chr1	90967664	90967866																						
chr17	29252073	29252275																						
chr4	6278611	6278813																						
chr16	21283598	21283800																						
chr17	11585606	11585808																						
chr13	41232809	41233011																						
chr6	6802027	6802229																						
chr16	11406404	11406606																						
chr5	139872104	139872306																						
chr11	110029261	110029463																						
chr4	65946152	65946354																						
chr3	101915252	101915454																						
chr6	114901428	114901630																						
chr3	31079550	31079752																						
chr14	93075859	93076061																						
chr9	48737513	48737715																						
chr2	118520080	118520282																						
chr15	34215645	34215847																						
chr8	21779151	21779353																						
chr14	70353491	70353693																						
chr5	146021235	146021437																						
chr8	108760843	108761045																						
chr1	55079804	55080006																						
chr11	94202295	94202497																						
chr5	44050344	44050546																						
chr7	29338560	29338762																						
chr15	100177579	100177781																						
chr15	38518202	38518404																						
chr2	43469216	43469418																						
chr7	99278663	99278865																						
chr1	16199460	16199662																						
chr1	121350694	121350896																						
chr2	128180090	128180292																						
chr7	28570506	28570708																						
chr12	79525928	79526130																						
chr19	37458077	37458279																						
chr10	99384898	99385100																						
chr10	75797734	75797936																						
chr16	45926821	45927023																						
chr7	101324255	101324457																						
chr14	12112529	12112731																						
chr17	37217145	37217347																						
chr5	135721120	135721322																						
chr8	122311316	122311518																						
chr18	33494753	33494955																						
chr15	40439917	40440119																						
chr19	41817983	41818185																						
chr10	45104230	45104432																						
chr1	155813053	155813255																						
chr13	81367940	81368142																						
chr17	50519410	50519612																						
chr19	4786405	4786607																						
chr16	23996457	23996659																						
chr7	89224144	89224346																						
chr1	120270231	120270433																						
chr17	31260533	31260735																						
chr10	7140455	7140657																						
chr2	92432397	92432599																						
chr16	31043291	31043493																						
chr13	4233624	4233826																						
chr12	80967991	80968193																						
chr11	79713294	79713496																						
chr2	60908333	60908535																						
chr18	61332191	61332393																						
chr7	140728301	140728503																						
chr2	139812178	139812380																						
chr4	59717496	59717698																						
chr14	11258731	11258933																						
chr6	148315703	148315905																						
chr19	34828015	34828217																						
chr3	122253102	122253304																						
chr8	9028058	9028260																						
chr5	145454480	145454682																						
chr9	71744560	71744762																						
chr3	129824258	129824460																						
chr9	35167453	35167655																						
chr10	128062221	128062423																						
chr4	33290222	33290424																						
chr1	133347798	133348000																						
chr7	127647849	127648051																						
chr3	138263543	138263745																						
chr13	52153657	52153859																						
chr7	120852120	120852322																						
chr15	27444896	27445098																						
chr5	65763095	65763297																						
chr9	113922717	113922919																						
chr2	50287051	50287253																						
chr15	69016072	69016274																						
chr5	98052410	98052612																						
chr2	35922961	35923163																						
chr5	132545903	132546105																						
chr4	128620663	128620865																						
chr3	129471410	129471612																						
chr12	84174559	84174761																						
chr11	110176975	110177177																						
chr5	150176375	150176577																						
chrX	99261097	99261299																						
chrX	13360513	13360715																						
chr10	99681229	99681431																						
chr6	21950659	21950861																						
chr3	149920235	149920437																						
chr5	92359183	92359385																						
chr4	148903494	148903696																						
chr18	43965909	43966111																						
chr17	23523070	23523272																						
chr14	25238758	25238960																						
chr7	117617336	117617538																						
chr13	101848249	101848451																						
chr10	80677275	80677477																						
chr2	117087647	117087849																						
chr12	77527652	77527854																						
chr15	63360504	63360706																						
chr5	147283351	147283553																						
chr14	10514136	10514338																						
chr16	35046506	35046708																						
chr18	38391130	38391332																						
chr14	21607780	21607982																						
chr6	39028993	39029195																						
chr8	82415630	82415832																						
chr13	104616885	104617087																						
chr6	56783962	56784164																						
chr9	72775143	72775345																						
chr10	61716643	61716845																						
chr12	7921022	7921224																						
chr17	29488707	29488909																						
chr16	10533889	10534091																						
chr17	27805123	27805325																						
chr19	57275298	57275500																						
chr5	18000155	18000357																						
chr17	50621592	50621794																						
chr8	119432546	119432748																						
chr5	72365952	72366154																						
chr2	54114145	54114347																						
chr4	63236331	63236533																						
chr12	104041465	104041667																						
chr9	50667797	50667999																						
chr12	3982304	3982506																						
chr5	102460529	102460731																						
chr8	126735865	126736067																						
chr15	8382360	8382562																						
chr19	46091730	46091932																						
chr18	61610224	61610426																						
chr15	103090455	103090657																						
chr4	129342444	129342646																						
chr5	135702227	135702429																						
chr9	48800680	48800882																						
chr6	113677064	113677266																						
chr12	25785891	25786093																						
chr11	79224658	79224860																						
chr12	31410915	31411117																						
chr2	148048965	148049167																						
chr13	23820310	23820512																						
chr8	47533474	47533676																						
chr7	64192654	64192856																						
chr14	63122709	63122911																						
chr17	3464124	3464326																						
chr1	21326791	21326993																						
chr6	5511830	5512032																						
chr8	35024502	35024704																						
chr3	60261333	60261535																						
chr18	8694187	8694389																						
chr16	49874649	49874851																						
chr13	16315783	16315985																						
chr12	86889440	86889642																						
chr3	19961457	19961659																						
chr9	106241646	106241848																						
chr1	82183987	82184189																						
chr4	62020639	62020841																						
chr7	19019629	19019831																						
chr10	121120849	121121051																						
chr6	35378759	35378961																						
chr17	49314323	49314525																						
chr7	141304625	141304827																						
