Chr	Start	End																						
chr9	67866380	67866596																						
chr8	115756075	115756291																						
chr10	24254823	24255039																						
chr4	35013000	35013216																						
chr9	56929532	56929748																						
chr16	43367301	43367517																						
chr19	34819665	34819881																						
chr8	37635309	37635525																						
chr16	56784101	56784317																						
chr15	42047781	42047997																						
chr10	13838790	13839006																						
chr1	45898135	45898351																						
chr12	79917977	79918193																						
chr7	134740417	134740633																						
chr7	126275699	126275915																						
chr11	45087626	45087842																						
chr1	74070178	74070394																						
chr10	4671983	4672199																						
chr9	69332851	69333067																						
chr3	38128557	38128773																						
chr12	17478952	17479168																						
chr6	90508248	90508464																						
chr19	55550285	55550501																						
chr3	63390930	63391146																						
chr8	84643096	84643312																						
chr5	135233294	135233510																						
chr1	45905332	45905548																						
chr5	117121678	117121894																						
chr11	72435001	72435217																						
chr14	116710552	116710768																						
chr10	126691361	126691577																						
chr10	10870405	10870621																						
chr5	114795214	114795430																						
chr3	9920393	9920609																						
chr18	10450754	10450970																						
chr12	28905635	28905851																						
chr16	31415014	31415230																						
chr9	79730400	79730616																						
chr15	34904397	34904613																						
chr9	61113353	61113569																						
chr7	90019624	90019840																						
chr7	84153940	84154156																						
chr7	70549316	70549532																						
chr8	24430014	24430230																						
chr16	25050146	25050362																						
chr2	147569797	147570013																						
chr12	81155807	81156023																						
chr3	22091769	22091985																						
chr4	155280779	155280995																						
chr4	139967593	139967809																						
chr4	118500350	118500566																						
chr7	45460494	45460710																						
chr3	79243066	79243282																						
chr6	5237522	5237738																						
chr11	54566907	54567123																						
chr18	20936438	20936654																						
chr10	127969948	127970164																						
chr4	35763111	35763327																						
chr15	13846005	13846221																						
chr10	127945655	127945871																						
chr10	101207217	101207433																						
chr7	19694394	19694610																						
chr4	56933252	56933468																						
chr7	84167182	84167398																						
chr13	56630090	56630306																						
chr3	121807432	121807648																						
chr16	28996705	28996921																						
chr6	146903739	146903955																						
chr1	184100519	184100735																						
chr1	193011083	193011299																						
chr12	54959695	54959911																						
chr16	90738073	90738289																						
chr13	62883504	62883720																						
chr14	30311748	30311964																						
chr13	41813351	41813567																						
chr11	83819499	83819715																						
chr3	66043664	66043880																						
chr15	88895937	88896153																						
chr3	18460474	18460690																						
chr12	79578393	79578609																						
chr12	42435721	42435937																						
chr11	50642676	50642892																						
chr19	17875899	17876115																						
chr1	119146768	119146984																						
chr5	53031363	53031579																						
chr7	73432767	73432983																						
chr7	65909829	65910045																						
chr1	164420719	164420935																						
chr16	49866731	49866947																						
chr10	68125043	68125259																						
chr12	30334634	30334850																						
chr15	77160958	77161174																						
chr2	71607342	71607558																						
chr7	122565419	122565635																						
chr11	108395041	108395257																						
chr4	127522179	127522395																						
chr8	31273023	31273239																						
chr12	103904962	103905178																						
chr10	84885446	84885662																						
chr4	6239147	6239363																						
chr17	84896716	84896932																						
chr2	105951459	105951675																						
chr14	68460419	68460635																						
chr13	91971411	91971627																						
chr13	4786381	4786597																						
chr4	118123043	118123259																						
chr11	5592299	5592515																						
chr5	65347393	65347609																						
chr16	93611071	93611287																						
chr5	105354114	105354330																						
chr10	87832095	87832311																						
chr19	14259318	14259534																						
chr7	27059955	27060171																						
chr14	79600852	79601068																						
chr1	184675696	184675912																						
chr13	5804042	5804258																						
chr7	27059317	27059533																						
chr13	41410460	41410676																						
chr18	20543034	20543250																						
chr16	24091049	24091265																						
chr17	28277767	28277983																						
chr8	40669436	40669652																						
chr5	148553197	148553413																						
chr13	111531793	111532009																						
chr3	30253837	30254053																						
chr6	80816648	80816864																						
chr5	72384643	72384859																						
chr2	32417538	32417754																						
chr10	20331281	20331497																						
chr9	62834968	62835184																						
chr18	80554833	80555049																						
chr6	34710460	34710676																						
chr5	125273898	125274114																						
chr10	96202882	96203098																						
chr6	67102638	67102854																						
chr11	78848407	78848623																						
chr5	146251819	146252035																						
chr8	11140610	11140826																						
chr19	43768057	43768273																						
chr4	72400893	72401109																						
chr4	86845470	86845686																						
chr11	58210401	58210617																						
chr3	9522079	9522295																						
chr4	72061046	72061262																						
chr8	36732093	36732309																						
chr4	98104267	98104483																						
chr10	23753661	23753877																						
chr13	66963567	66963783																						
chr17	5862908	5863124																						
chr1	153679153	153679369																						
chr12	43078197	43078413																						
chr2	31943049	31943265																						
chr18	5723744	5723960																						
chr4	82399794	82400010																						
chr3	37888512	37888728																						
chr16	31651723	31651939																						
chr15	34373127	34373343																						
chr3	98934057	98934273																						
chr7	130211459	130211675																						
chr5	89077797	89078013																						
chr6	149134372	149134588																						
chr8	68954108	68954324																						
chr14	7974676	7974892																						
chr13	4406758	4406974																						
chr4	155561205	155561421																						
chr17	27805100	27805316																						
chr3	95319773	95319989																						
chr1	183378562	183378778																						
chr5	9057361	9057577																						
chr6	21850733	21850949																						
chr5	145637095	145637311																						
chr14	12113376	12113592																						
chr5	87148100	87148316																						
chr3	104221392	104221608																						
chr16	21825854	21826070																						
chr12	25785894	25786110																						
chr10	23864716	23864932																						
chr14	76880047	76880263																						
chr9	64049445	64049661																						
chr8	108993788	108994004																						
chr13	23820295	23820511																						
chr1	113194161	113194377																						
chr8	117669358	117669574																						
chr6	38929118	38929334																						
chr13	37815064	37815280																						
chr4	57916229	57916445																						
chr4	82381807	82382023																						
chr19	44128629	44128845																						
chr10	67131782	67131998																						
chr18	64473782	64473998																						
chr19	39912128	39912344																						
chr4	71671322	71671538																						
chr18	9352820	9353036																						
chr4	126762735	126762951																						
chr5	43998400	43998616																						
chr14	58709327	58709543																						
chr15	53688689	53688905																						
chr10	93536489	93536705																						
chr8	61007606	61007822																						
chr2	144369590	144369806																						
chr10	52418200	52418416																						
chr18	53919967	53920183																						
chr8	82376060	82376276																						
chr3	88149190	88149406																						
chr5	143460559	143460775																						
chr11	79273847	79274063																						
chr17	63494861	63495077																						
chr8	17607403	17607619																						
chr3	28035306	28035522																						
chr15	97031227	97031443																						
chr2	20444513	20444729																						
chr6	17056170	17056386																						
chr1	172932289	172932505																						
chr15	88205797	88206013																						
chr1	21031378	21031594																						
chr2	107628652	107628868																						
chr5	119332671	119332887																						
chr1	133329089	133329305																						
chr9	122055862	122056078																						
chr11	107204924	107205140																						
chr5	135118741	135118957																						
chr6	142058403	142058619																						
chr10	66910372	66910588																						
chr9	106267034	106267250																						
chr8	93075313	93075529																						
chr9	63091004	63091220																						
chr3	51020064	51020280																						
chr11	109995156	109995372																						
chr17	29385261	29385477																						
chr18	65061952	65062168																						
chr4	107006511	107006727																						
chr14	122902117	122902333																						
chr15	46623726	46623942																						
chr3	149170318	149170534																						
chr12	75706769	75706985																						
chr3	98868287	98868503																						
chr16	30110454	30110670																						
chr19	34718609	34718825																						
chr5	43334545	43334761																						
chr16	54901620	54901836																						
chr3	21496253	21496469																						
chr7	109602677	109602893																						
chr13	99344257	99344473																						
chr10	24086591	24086807																						
chr19	58050462	58050678																						
chr3	69649666	69649882																						
chr11	7105331	7105547																						
chr5	140118108	140118324																						
chr6	27661860	27662076																						
chr10	23711430	23711646																						
chr5	123000999	123001215																						
chr18	31811640	31811856																						
chr11	8162862	8163078																						
chr8	68059873	68060089																						
chr11	121518294	121518510																						
chr9	52976135	52976351																						
chr8	114568679	114568895																						
chr3	79555158	79555374																						
chr16	43046756	43046972																						
chr6	49252449	49252665																						
chr6	84841171	84841387																						
chr17	56373632	56373848																						
chr5	123187396	123187612																						
chr16	23039330	23039546																						
chr2	3419368	3419584																						
chr17	8652786	8653002																						
chr6	137621070	137621286																						
chr9	32870545	32870761																						
chr6	30554916	30555132																						
chr2	45254199	45254415																						
chrX	163746068	163746284																						
chr9	48798189	48798405																						
chr9	67824601	67824817																						
chr9	114827278	114827494																						
chr7	97650889	97651105																						
chr6	50731309	50731525																						
chr15	36296022	36296238																						
chr9	103248728	103248944																						
chr7	68712980	68713196																						
chr10	28178607	28178823																						
chr9	95962807	95963023																						
chr14	64634158	64634374																						
chr12	79357781	79357997																						
chr4	11615006	11615222																						
chr10	42268250	42268466																						
chr7	110134055	110134271																						
chr14	31115584	31115800																						
chr7	31055930	31056146																						
chr13	29652939	29653155																						
chr18	60211878	60212094																						
chr19	24271329	24271545																						
chr5	25086286	25086502																						
chr8	11458551	11458767																						
chr6	141855461	141855677																						
chr3	153948342	153948558																						
chr7	62923038	62923254																						
chr2	85250021	85250237																						
chr11	85170414	85170630																						
chr8	49015327	49015543																						
chr3	157912291	157912507																						
chr10	82758977	82759193																						
chr12	28969752	28969968																						
chr10	45164381	45164597																						
chr9	7980216	7980432																						
chr2	7260256	7260472																						
chr11	55465273	55465489																						
chr8	128382226	128382442																						
chr7	89499750	89499966																						
chr1	136692588	136692804																						
chr10	21378158	21378374																						
chr2	127275960	127276176																						
chr5	122698498	122698714																						
chr14	51929383	51929599																						
chr12	69683735	69683951																						
chr5	16973529	16973745																						
chr10	94098208	94098424																						
chr6	47381707	47381923																						
chr1	187758053	187758269																						
chr15	91203600	91203816																						
chr4	40864415	40864631																						
chr3	108299325	108299541																						
chr8	89097533	89097749																						
chr4	103346934	103347150																						
chr12	40572619	40572835																						
chr7	64513659	64513875																						
chr14	20081107	20081323																						
chr13	110712688	110712904																						
chr11	106512033	106512249																						
chr2	103850192	103850408																						
chr7	112386614	112386830																						
chr12	99549422	99549638																						
chr11	17651468	17651684																						
chr9	47637395	47637611																						
chr2	52372465	52372681																						
chr9	53607280	53607496																						
chr1	180210930	180211146																						
chr2	167714415	167714631																						
chr2	132654940	132655156																						
chr5	119337841	119338057																						
chr17	85043545	85043761																						
chr8	33798621	33798837																						
chr14	57090163	57090379																						
chr8	79393371	79393587																						
chr8	116404643	116404859																						
chr9	112744023	112744239																						
chr1	182967397	182967613																						
chr7	127276700	127276916																						
chr11	117827386	117827602																						
chr7	24474896	24475112																						
chr1	155795815	155796031																						
chr11	70741674	70741890																						
chr4	88893268	88893484																						
chr3	65842993	65843209																						
chr5	43217618	43217834																						
chr13	73653374	73653590																						
chr13	43370142	43370358																						
chr11	73230162	73230378																						
chr12	30240987	30241203																						
chr13	90896947	90897163																						
chr3	21817049	21817265																						
chr15	85962838	85963054																						
chr9	48345548	48345764																						
chr5	148740983	148741199																						
chr10	85044227	85044443																						
chr15	85675677	85675893																						
chr12	69863983	69864199																						
chr9	46018383	46018599																						
chr4	101682664	101682880																						
chr15	33327506	33327722																						
chr6	95594375	95594591																						
chrX	105887102	105887318																						
chr14	41140822	41141038																						
chr13	109581337	109581553																						
chr6	35297575	35297791																						
chr1	182758446	182758662																						
chr3	146265764	146265980																						
chr2	72751504	72751720																						
chrX	12043487	12043703																						
chr12	17507067	17507283																						
chr10	59533756	59533972																						
chr8	70539232	70539448																						
chr1	174920475	174920691																						
chr5	89459116	89459332																						
chr6	145811233	145811449																						
chr2	15064938	15065154																						
chr6	134448588	134448804																						
chr13	111805419	111805635																						
chr18	11828553	11828769																						
chr16	38287806	38288022																						
chr8	95853675	95853891																						
chr13	21881821	21882037																						
chr2	165389418	165389634																						
chr9	110168204	110168420																						
chr3	84610239	84610455																						
chr14	10514091	10514307																						
chr2	90928643	90928859																						
chr3	127102572	127102788																						
chr1	23484743	23484959																						
chr5	8899689	8899905																						
chr2	155240982	155241198																						
chr18	20210384	20210600																						
chr10	80071171	80071387																						
chr7	114203800	114204016																						
chr3	138410162	138410378																						
chr7	49506532	49506748																						
chr6	135542428	135542644																						
chr19	29114322	29114538																						
chr15	53131180	53131396																						
chr7	122955525	122955741																						
chr4	119221008	119221224																						
chr15	80684959	80685175																						
chr18	9503368	9503584																						
chr6	147444900	147445116																						
chr10	97000945	97001161																						
chr12	98748124	98748340																						
chr6	15893572	15893788																						
chr4	46987862	46988078																						
chr1	41199266	41199482																						
chr1	74400430	74400646																						
chr19	34532432	34532648																						
chr7	31057895	31058111																						
chr5	75799621	75799837																						
chr7	6244388	6244604																						
chr5	9046020	9046236																						
chr3	108714885	108715101																						
chr12	3982286	3982502																						
chr11	77098420	77098636																						
chr3	18254397	18254613																						
chr11	115447503	115447719																						
chr19	40088486	40088702																						
chr15	18952408	18952624																						
chr4	137901876	137902092																						
chr4	102786525	102786741																						
chr8	123642216	123642432																						
chr14	79642129	79642345																						
chr16	57157146	57157362																						
chr7	19866603	19866819																						
chr18	58297939	58298155																						
chr5	147071967	147072183																						
chr2	168105348	168105564																						
chr2	103981345	103981561																						
chr10	28647938	28648154																						
chr9	64572926	64573142																						
chr10	48280864	48281080																						
chr7	48857657	48857873																						
chr14	17996485	17996701																						
chr15	89375287	89375503																						
chr1	180428321	180428537																						
chr13	111431252	111431468																						
chr5	42454176	42454392																						
chr14	70493167	70493383																						
chr1	88406873	88407089																						
chr13	30331172	30331388																						
chr13	4551430	4551646																						
chr12	73779867	73780083																						
chr6	16701967	16702183																						
chr6	99173611	99173827																						
chr12	83597989	83598205																						
chr9	70824208	70824424																						
chr5	64459912	64460128																						
chr17	86419287	86419503																						
chr13	100841834	100842050																						
chr12	28090789	28091005																						
chr11	86629485	86629701																						
chr14	8426037	8426253																						
chr1	153669756	153669972																						
chr19	48727569	48727785																						
chr6	6279099	6279315																						
chr19	12638135	12638351																						
chr2	135296498	135296714																						
chr5	93296616	93296832																						
chr6	57514066	57514282																						
chr2	59991910	59992126																						
chr19	29379932	29380148																						
chr3	115635529	115635745																						
chr14	34635829	34636045																						
chr5	8999160	8999376																						
chr13	101746209	101746425																						
chr3	85264631	85264847																						
chr1	21232032	21232248																						
chr11	21549901	21550117																						
chr9	44603552	44603768																						
chr12	103660137	103660353																						
chr1	166293132	166293348																						
chr17	3464112	3464328																						
chr5	113976018	113976234																						
chr18	12861901	12862117																						
chr9	43540205	43540421																						
chr15	31571045	31571261																						
chr17	89646045	89646261																						
chr18	53814444	53814660																						
chr13	4429178	4429394																						
chr6	51680322	51680538																						
chr8	91381596	91381812																						
chr5	30411672	30411888																						
chr3	65579494	65579710																						
chr10	85161835	85162051																						
chr4	138969223	138969439																						
chr19	18087573	18087789																						
chr7	35792550	35792766																						
chr5	54622774	54622990																						
chr13	49582350	49582566																						
chr13	60708198	60708414																						
chr7	28347839	28348055																						
chr16	9527318	9527534																						
chr11	116088323	116088539																						
chr1	156659959	156660175																						
chr16	91795144	91795360																						
chr2	88007672	88007888																						
chr3	138238003	138238219																						
chr8	100855525	100855741																						
chr11	84168889	84169105																						
chr8	35213573	35213789																						
chr4	59440026	59440242																						
chr6	5174257	5174473																						
chr13	24778764	24778980																						
chr1	107614165	107614381																						
chr1	171037822	171038038																						
chr3	98272977	98273193																						
chr4	82404367	82404583																						
chr15	7299942	7300158																						
chr2	167435740	167435956																						
chr15	85771293	85771509																						
chr18	39241033	39241249																						
chr7	71232814	71233030																						
chr15	10633469	10633685																						
chr7	113260619	113260835																						
chr6	97885641	97885857																						
chr6	17578503	17578719																						
chr14	64657704	64657920																						
chr6	91424586	91424802																						
chr11	60825254	60825470																						
chr14	65380509	65380725																						
chr16	17550302	17550518																						
chr15	55043216	55043432																						
chr8	11169484	11169700																						
chr11	54006949	54007165																						
chr12	7592517	7592733																						
chr1	60669108	60669324																						
chr2	6331682	6331898																						
chr17	63185551	63185767																						
chr13	28860676	28860892																						
chr7	135044332	135044548																						
chr13	100532895	100533111																						
chr4	73530245	73530461																						
chrX	60014707	60014923																						
chr16	43096514	43096730																						
chr19	57367252	57367468																						
chr11	53431748	53431964																						
chr5	98995978	98996194																						
chr6	88946529	88946745																						
chr6	142567545	142567761																						
chr9	61829402	61829618																						
chr2	147942719	147942935																						
chr5	143731132	143731348																						
chr4	141363138	141363354																						
chr4	121184723	121184939																						
chr15	3323136	3323352																						
chr1	179842683	179842899																						
chr2	45435328	45435544																						
chr3	19978533	19978749																						
chr7	90002477	90002693																						
chr18	43129234	43129450																						
chr2	73609084	73609300																						
chr10	69219058	69219274																						
chr5	97967164	97967380																						
chr1	183439091	183439307																						
chr4	107117362	107117578																						
chr7	99695604	99695820																						
chr8	126886777	126886993																						
chr2	158078077	158078293																						
chr9	65612204	65612420																						
chr1	161266920	161267136																						
chr7	6174020	6174236																						
chr18	33190336	33190552																						
chr13	30361049	30361265																						
chr3	108015100	108015316																						
chr6	29099892	29100108																						
chr5	37650830	37651046																						
chr8	89312224	89312440																						
chr3	83039025	83039241																						
chr5	139822119	139822335																						
chr12	32682046	32682262																						
chr18	39442379	39442595																						
chr8	94458532	94458748																						
chr16	87427605	87427821																						
chr12	98716253	98716469																						
chr6	108253425	108253641																						
chr1	127011494	127011710																						
chr15	91033667	91033883																						
chr8	33987127	33987343																						
chr4	15926630	15926846																						
chr11	71012817	71013033																						
chr3	40977458	40977674																						
chr18	4266133	4266349																						
chr2	154657993	154658209																						
chr1	156819290	156819506																						
chr3	131263857	131264073																						
chr10	117455920	117456136																						
chr6	28635090	28635306																						
chr4	19984544	19984760																						
chr5	89493891	89494107																						
chr18	16791331	16791547																						
chr6	57541142	57541358																						
chr16	24061587	24061803																						
chr17	32503203	32503419																						
chr2	170155079	170155295																						
chr12	78157191	78157407																						
chrX	140460540	140460756																						
chr12	51273624	51273840																						
chr3	27222151	27222367																						
chr3	151891704	151891920																						
chr5	146307490	146307706																						
chr7	70501898	70502114																						
chr11	58226554	58226770																						
chr15	59784317	59784533																						
chr13	95554230	95554446																						
chr5	92752698	92752914																						
chr9	48585535	48585751																						
chr10	68533331	68533547																						
chr8	70211422	70211638																						
chr10	17576264	17576480																						
chr15	33015835	33016051																						
chr13	37632863	37633079																						
chr1	49572628	49572844																						
chr7	49397389	49397605																						
chr4	106778377	106778593																						
chr16	10972375	10972591																						
chr8	124569731	124569947																						
chr11	107039524	107039740																						
chr4	87792564	87792780																						
chr1	131969102	131969318																						
chr5	68125504	68125720																						
chr10	28408855	28409071																						
chr2	148895825	148896041																						
chr4	57058725	57058941																						
chr5	42646042	42646258																						
chr6	71199682	71199898																						
chr9	25289964	25290180																						
chr13	23352893	23353109																						
chr12	86918716	86918932																						
chr18	64632328	64632544																						
chr9	63535078	63535294																						
chr5	53279570	53279786																						
chr18	67216960	67217176																						
chr6	72272262	72272478																						
chr19	39108399	39108615																						
chr6	85863218	85863434																						
chr12	77929653	77929869																						
chr8	22694017	22694233																						
chr2	145872276	145872492																						
chr14	41151376	41151592																						
chr1	167683487	167683703																						
chr13	4525628	4525844																						
chrX	12279999	12280215																						
chr3	131283366	131283582																						
chr17	31940860	31941076																						
chr14	46959945	46960161																						
chr1	189985812	189986028																						
chr2	15146527	15146743																						
chr1	43534436	43534652																						
chr18	39593044	39593260																						
chr8	10912626	10912842																						
chr16	62872815	62873031																						
chr13	32555139	32555355																						
chr15	77770414	77770630																						
chr16	25682522	25682738																						
chr9	68899949	68900165																						
chr15	54599755	54599971																						
chr6	28459263	28459479																						
chr7	92750428	92750644																						
chr2	118533307	118533523																						
chr12	73409485	73409701																						
chr18	53853709	53853925																						
chr18	56415537	56415753																						
chr4	141131625	141131841																						
chr8	37422671	37422887																						
chr1	39068019	39068235																						
chr15	62655396	62655612																						
chr7	70577128	70577344																						
chr7	117182542	117182758																						
chr4	57137943	57138159																						
chr11	54004331	54004547																						
chr6	71235955	71236171																						
chr1	51883294	51883510																						
chr14	28450813	28451029																						
chr10	8983463	8983679																						
chr9	36792288	36792504																						
chr9	60931341	60931557																						
chr2	151940118	151940334																						
chr10	63121476	63121692																						
chr6	5471044	5471260																						
chr3	94367564	94367780																						
chr8	22564576	22564792																						
chr15	22774090	22774306																						
chr1	82032422	82032638																						
chr15	9335401	9335617																						
chr9	65826601	65826817																						
chr9	61367901	61368117																						
chr1	118613694	118613910																						
chr14	98863676	98863892																						
chr3	23962379	23962595																						
chr13	32849244	32849460																						
chr4	22237739	22237955																						
chr16	37856363	37856579																						
chr6	100430195	100430411																						
chr6	100283549	100283765																						
chr8	117281656	117281872																						
chr7	101741626	101741842																						
chr12	73884103	73884319																						
chr10	71342081	71342297																						
chr3	146519570	146519786																						
chr2	34757373	34757589																						
chr18	16350467	16350683																						
chr5	135016309	135016525																						
chr7	127647823	127648039																						
chr7	56121524	56121740																						
chr1	133712942	133713158																						
chr11	50194612	50194828																						
chr9	79111495	79111711																						
chr17	11032424	11032640																						
chr15	97020286	97020502																						
chr3	121968736	121968952																						
chr3	19953917	19954133																						
chr10	40095325	40095541																						
chr7	68272720	68272936																						
chr13	63096869	63097085																						
chr15	59653914	59654130																						
chr1	143980515	143980731																						
chr8	119432486	119432702																						
chr17	12937615	12937831																						
chr19	32605340	32605556																						
chr10	44423377	44423593																						
chr9	64774642	64774858																						
chr4	82440723	82440939																						
chr14	27667574	27667790																						
chr9	72515452	72515668																						
chr5	90414273	90414489																						
chr6	52606326	52606542																						
chr17	24819524	24819740																						
chr16	24420740	24420956																						
chr19	43469190	43469406																						
chr2	104606734	104606950																						
chr6	100660591	100660807																						
chr9	116338243	116338459																						
chr11	103400074	103400290																						
chr17	24847484	24847700																						
chr8	121619500	121619716																						
chr15	91103862	91104078																						
chr17	28438486	28438702																						
chr4	105460046	105460262																						
chr5	116408021	116408237																						
chr1	172652225	172652441																						
chr15	66906217	66906433																						
chr5	123023128	123023344																						
chr11	31861570	31861786																						
chr12	57897924	57898140																						
chr19	37242794	37243010																						
chr2	80300963	80301179																						
chr4	97001405	97001621																						
chr4	136528374	136528590																						
chr17	29423059	29423275																						
chr4	129914391	129914607																						
chr15	4678558	4678774																						
chr6	140197173	140197389																						
chr6	116073094	116073310																						
chr1	170880364	170880580																						
chr3	40938637	40938853																						
chr3	153929737	153929953																						
chr11	80202141	80202357																						
chr6	149343983	149344199																						
chr17	75301003	75301219																						
chr4	137650997	137651213																						
chr16	43328290	43328506																						
chr7	137619487	137619703																						
chrX	60347514	60347730																						
chr8	46397154	46397370																						
chr11	72280595	72280811																						
chr12	72593086	72593302																						
chr4	150426460	150426676																						
chr5	30235795	30236011																						
chr10	95430379	95430595																						
chr5	137922363	137922579																						
chr15	96600037	96600253																						
chr18	65982716	65982932																						
chr2	10826199	10826415																						
chr5	17924276	17924492																						
chr1	183362022	183362238																						
chr3	35184841	35185057																						
chr14	59444069	59444285																						
chr11	106728471	106728687																						
chr19	46980986	46981202																						
chr9	94408678	94408894																						
chr7	134753513	134753729																						
chr4	15213235	15213451																						
chr10	68211554	68211770																						
chr18	43968042	43968258																						
chr7	84530771	84530987																						
chr6	146945093	146945309																						
chr15	27550430	27550646																						
chr19	36634884	36635100																						
chr10	20472881	20473097																						
chr4	120067647	120067863																						
chr1	190204494	190204710																						
chr11	51653081	51653297																						
chr4	46988318	46988534																						
chr10	98896129	98896345																						
chr7	117286067	117286283																						
chr6	13070646	13070862																						
chr12	99234448	99234664																						
chr12	25310399	25310615																						
chr4	9110431	9110647																						
chr19	46979863	46980079																						
chr3	122484416	122484632																						
chr18	13671537	13671753																						
chr18	38866966	38867182																						
chr11	24556121	24556337																						
chr4	141147665	141147881																						
chr2	5549394	5549610																						
chr13	44954203	44954419																						
chr9	108020865	108021081																						
chr2	132657300	132657516																						
chr5	30146562	30146778																						
chr6	91679838	91680054																						
chr19	46673261	46673477																						
chr4	107900263	107900479																						
chr8	105771751	105771967																						
chr7	25410965	25411181																						
chr3	18298790	18299006																						
chr5	146070213	146070429																						
chr15	27919489	27919705																						
chr2	31925003	31925219																						
chr8	38723366	38723582																						
chr1	16016459	16016675																						
chr5	89467099	89467315																						
chr3	60141320	60141536																						
chr13	94136284	94136500																						
chr13	115494513	115494729																						
chr11	93365951	93366167																						
chr12	17506045	17506261																						
chr13	59481092	59481308																						
chr10	20828404	20828620																						
chr2	162992110	162992326																						
chr10	94480864	94481080																						
chr14	62057244	62057460																						
chr6	88733329	88733545																						
chr4	131989603	131989819																						
chr3	85819408	85819624																						
chr13	46297821	46298037																						
chr13	40841513	40841729																						
chr9	60478062	60478278																						
chr3	93602006	93602222																						
chr6	98591036	98591252																						
chr2	118510503	118510719																						
chr15	7135983	7136199																						
chr5	122483274	122483490																						
chr12	57220741	57220957																						
chr4	102734290	102734506																						
chr8	93126567	93126783																						
chr1	120124897	120125113																						
chr16	59597376	59597592																						
chr7	88291146	88291362																						
chr4	119550354	119550570																						
chr8	127447529	127447745																						
chr7	26843615	26843831																						
chr4	115519248	115519464																						
chr16	52043817	52044033																						
chr11	20453964	20454180																						
chr11	110094293	110094509																						
chr16	72734299	72734515																						
chr1	78510994	78511210																						
chr2	43469202	43469418																						
chr11	100829004	100829220																						
chr14	95928543	95928759																						
chr4	49178146	49178362																						
chr7	30719804	30720020																						
chr16	4395276	4395492																						
chr9	70078091	70078307																						
chr5	146284045	146284261																						
chr6	139947516	139947732																						
chr11	118211808	118212024																						
chr6	141962537	141962753																						
chr10	107747187	107747403																						
chr19	40075821	40076037																						
chr8	64790531	64790747																						
chr2	34281113	34281329																						
chr13	40317807	40318023																						
chr17	28279268	28279484																						
chr7	143368101	143368317																						
chr13	51071828	51072044																						
chrX	42063753	42063969																						
chr11	12252728	12252944																						
chr12	79532126	79532342																						
chr18	77569745	77569961																						
chr13	78124158	78124374																						
chr2	91216087	91216303																						
chr16	23029063	23029279																						
chr1	71646889	71647105																						
chr7	37971095	37971311																						
chr11	62486995	62487211																						
chrX	140567903	140568119																						
chr2	50397672	50397888																						
chr13	38150823	38151039																						
chr10	99255931	99256147																						
chr12	59106593	59106809																						
chr3	10127570	10127786																						
chr1	21274582	21274798																						
chr5	34218595	34218811																						
chr1	133508314	133508530																						
chr1	36976908	36977124																						
chr7	45575131	45575347																						
chr10	80094180	80094396																						
chr11	75737822	75738038																						
chr8	33903948	33904164																						
chr17	43360663	43360879																						
chr14	66660427	66660643																						
chr6	66996368	66996584																						
chr17	28021925	28022141																						
chr14	122990735	122990951																						
chr17	28429028	28429244																						
chr1	58097368	58097584																						
chr4	25454796	25455012																						
chr3	104189291	104189507																						
chr1	182287771	182287987																						
chr9	110351523	110351739																						
chr5	138083410	138083626																						
chr5	87601089	87601305																						
chr16	52061919	52062135																						
chr6	137633247	137633463																						
chr17	4868113	4868329																						
chr9	61812410	61812626																						
chr8	36452442	36452658																						
chr7	133730750	133730966																						
chr11	43351405	43351621																						
chr12	50698659	50698875																						
chr6	50437878	50438094																						
chr9	47535095	47535311																						
chr8	85567842	85568058																						
chr7	89391351	89391567																						
chr11	83563915	83564131																						
chr9	90263063	90263279																						
chr15	11190501	11190717																						
chr9	71159829	71160045																						
chr8	128484698	128484914																						
chr13	34039256	34039472																						
chr18	38391156	38391372																						
chr7	38225098	38225314																						
chr5	53985637	53985853																						
chr11	104392994	104393210																						
chr16	22922513	22922729																						
chr19	24266287	24266503																						
chr12	12533596	12533812																						
chr1	15608368	15608584																						
chr9	30135886	30136102																						
chr2	45464388	45464604																						
chr1	58610781	58610997																						
chr6	23387877	23388093																						
chr2	50627594	50627810																						
chr9	90297713	90297929																						
chr3	84646530	84646746																						
chr13	97407851	97408067																						
chr2	154018050	154018266																						
chr6	33310410	33310626																						
chr19	60581547	60581763																						
chr9	83219523	83219739																						
chr15	97462645	97462861																						
chr10	43340581	43340797																						
chr3	149846556	149846772																						
chr17	36483948	36484164																						
chr8	24864604	24864820																						
chr11	44007771	44007987																						
chr1	186409078	186409294																						
chr17	15434848	15435064																						
chr13	64078466	64078682																						
chr4	107013390	107013606																						
chr3	149182197	149182413																						
chr15	99711589	99711805																						
chr4	109722060	109722276																						
chr17	33807239	33807455																						
chr11	24569763	24569979																						
chr19	20633868	20634084																						
chr2	132123058	132123274																						
