#name (cmd = mergePeaks -d given pCREB.fed.mergepeaks.txt pCREB.fast.mergepeaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	pCREB.fed.mergepeaks.txt	pCREB.fast.mergepeaks.txt
Merged-chr4-32561733-1	chr4	32561582	32561884	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-32561733-1	
Merged-chr8-13288208-1	chr8	13288062	13288354	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-13288208-1	
Merged-chr2-136909051-1	chr2	136908900	136909202	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-136909051-1	
Merged-chr7-118174750-1	chr7	118174604	118174896	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-118174750-1	
Merged-chr17-87447212-1	chr17	87447011	87447413	+	12.933333	pCREB.fed.mergepeaks.txt	1	Merged-chr17-87447198-3	
Merged-chr2-160367122-1	chr2	160366876	160367369	+	8.745001	pCREB.fed.mergepeaks.txt	1	Merged-chr2-160367122-2	
Merged-chr7-79273089-1	chr7	79272914	79273265	+	9.776667	pCREB.fed.mergepeaks.txt	1	Merged-chr7-79273079-3	
Merged-chr19-10204818-1	chr19	10204650	10204987	+	11.083333	pCREB.fed.mergepeaks.txt	1	Merged-chr19-10204815-3	
Merged-chr1-74750821-1	chr1	74750669	74750973	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-74750821-1	
Merged-chr17-25874987-1	chr17	25874835	25875139	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-25874987-1	
Merged-chr7-28338789-1	chr7	28338643	28338935	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-28338789-1	
Merged-chr1-39341286-1	chr1	39341134	39341438	+	7.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-39341286-1	
Merged-chr13-75780210-1	chr13	75780059	75780361	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-75780210-1	
Merged-chr9-74793505-1	chr9	74793290	74793720	+	9.125000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-74793508-2	
Merged-chr1-182517559-1	chr1	182517408	182517710	+	8.150000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-182517559-1	
Merged-chr4-46952794-1	chr4	46952643	46952945	+	10.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-46952794-1	
Merged-chr6-124740986-1	chr6	124740834	124741138	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-124740986-1	
Merged-chr15-103306253-1	chr15	103306102	103306404	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-103306253-1	
Merged-chr4-40268502-1	chr4	40268351	40268653	+	12.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-40268502-1	
Merged-chr8-94354149-1	chr8	94353997	94354301	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-94354149-1	
Merged-chr2-84519596-1	chr2	84519450	84519742	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-84519596-1	
Merged-chr2-156720952-1	chr2	156720770	156721134	+	11.093333	pCREB.fed.mergepeaks.txt	1	Merged-chr2-156720955-3	
Merged-chr14-55015383-1	chr14	55015102	55015665	+	11.996667	pCREB.fed.mergepeaks.txt	1	Merged-chr14-55015361-3	
Merged-chrX-151520580-1	chrX	151520428	151520732	+	14.700001	pCREB.fed.mergepeaks.txt	1	Merged-chrX-151520580-2	
Merged-chr19-45047683-1	chr19	45047531	45047835	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-45047683-1	
Merged-chr6-134035631-1	chr6	134035485	134035777	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-134035631-1	
Merged-chr7-43443910-1	chr7	43443764	43444056	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-43443910-1	
Merged-chr9-57130934-1	chr9	57130783	57131085	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-57130934-1	
Merged-chr5-45669593-1	chr5	45669447	45669739	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-45669593-1	
Merged-chr18-34506906-1	chr18	34506711	34507102	+	10.950000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-34506907-2	
Merged-chr5-149184224-1	chr5	149184072	149184376	+	11.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-149184224-1	
Merged-chr8-117595096-1	chr8	117594926	117595266	+	12.016666	pCREB.fed.mergepeaks.txt	1	Merged-chr8-117595095-3	
Merged-chr7-31115647-1	chr7	31115459	31115835	+	9.040000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-31115644-2	
Merged-chr16-91646959-1	chr16	91646808	91647110	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-91646959-1	
Merged-chr6-124931417-1	chr6	124931230	124931605	+	12.383333	pCREB.fed.mergepeaks.txt	1	Merged-chr6-124931413-3	
Merged-chr8-72443807-1	chr8	72443647	72443967	+	8.825001	pCREB.fed.mergepeaks.txt	1	Merged-chr8-72443810-2	
Merged-chr8-46691605-1	chr8	46691453	46691757	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-46691605-1	
Merged-chr11-84870030-1	chr11	84869878	84870182	+	11.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-84870030-1	
Merged-chr10-82764262-1	chr10	82764110	82764414	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-82764262-1	
Merged-chr11-41632646-1	chr11	41632500	41632792	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-41632646-1	
Merged-chr9-63133019-1	chr9	63132867	63133171	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-63133019-1	
Merged-chr14-26669788-1	chr14	26669636	26669940	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-26669788-1	
Merged-chr1-44118851-1	chr1	44118613	44119089	+	11.225000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-44118854-2	
Merged-chr4-38373617-1	chr4	38373465	38373769	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-38373617-1	
Merged-chr1-36068252-1	chr1	36068106	36068398	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-36068252-1	
Merged-chr1-193307010-1	chr1	193306864	193307156	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-193307010-1	
Merged-chr4-108328151-1	chr4	108327985	108328317	+	11.099999	pCREB.fed.mergepeaks.txt	1	Merged-chr4-108328150-3	
Merged-chr11-117685679-1	chr11	117685533	117685825	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-117685679-1	
Merged-chr11-120151323-1	chr11	120151171	120151475	+	12.000000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-120151323-1	
Merged-chr5-31738330-1	chr5	31738179	31738481	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-31738330-1	
Merged-chr11-86860382-1	chr11	86860204	86860561	+	9.735001	pCREB.fed.mergepeaks.txt	1	Merged-chr11-86860385-2	
Merged-chr4-138348997-1	chr4	138348846	138349148	+	10.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-138348997-1	
Merged-chr12-26401085-1	chr12	26400934	26401236	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-26401085-1	
Merged-chr9-123457095-1	chr9	123456949	123457241	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-123457095-1	
Merged-chr5-31452442-1	chr5	31452290	31452594	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-31452442-1	
Merged-chr1-182284015-1	chr1	182283864	182284166	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-182284015-1	
Merged-chr9-56418731-1	chr9	56418579	56418883	+	12.000000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-56418731-1	
Merged-chr16-33820521-1	chr16	33820370	33820672	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-33820521-1	
Merged-chr12-103312175-1	chr12	103312029	103312321	+	11.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-103312175-1	
Merged-chr1-179848064-1	chr1	179847913	179848215	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-179848064-1	
Merged-chr1-20820399-1	chr1	20820247	20820551	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-20820399-1	
Merged-chr6-124829791-1	chr6	124829561	124830021	+	8.220000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-124829788-2	
Merged-chr6-108783028-1	chr6	108782876	108783180	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-108783028-1	
Merged-chr2-34148534-1	chr2	34148388	34148680	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-34148534-1	
Merged-chr11-74724344-1	chr11	74724177	74724512	+	14.150000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-74724347-2	
Merged-chr4-139630198-1	chr4	139630020	139630377	+	13.850000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-139630195-2	
Merged-chr19-36834234-1	chr19	36834034	36834435	+	9.213333	pCREB.fed.mergepeaks.txt	1	Merged-chr19-36834232-3	
Merged-chr5-120589086-1	chr5	120588940	120589232	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-120589086-1	
Merged-chr7-130865634-1	chr7	130865437	130865831	+	10.933333	pCREB.fed.mergepeaks.txt	1	Merged-chr7-130865644-3	
Merged-chr1-82234697-1	chr1	82234546	82234848	+	11.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-82234697-1	
Merged-chr1-119667065-1	chr1	119666909	119667221	+	9.040000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-119667062-2	
Merged-chr9-75764987-1	chr9	75764742	75765233	+	9.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-75764984-2	
Merged-chr11-69900992-1	chr11	69900818	69901167	+	12.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-69900992-2	
Merged-chr15-78174401-1	chr15	78174203	78174599	+	11.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-78174409-3	
Merged-chr19-4169660-1	chr19	4169435	4169885	+	10.815001	pCREB.fed.mergepeaks.txt	1	Merged-chr19-4169660-2	
Merged-chr6-83110084-1	chr6	83109933	83110235	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-83110084-1	
Merged-chr8-71542733-1	chr8	71542485	71542981	+	9.513333	pCREB.fed.mergepeaks.txt	1	Merged-chr8-71542759-3	
Merged-chr1-138606910-1	chr1	138606764	138607056	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-138606910-1	
Merged-chr11-45178167-1	chr11	45178021	45178313	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-45178167-1	
Merged-chr14-76817444-1	chr14	76817298	76817590	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-76817444-1	
Merged-chr5-137786820-1	chr5	137786637	137787003	+	10.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-137786815-3	
Merged-chr16-15887182-1	chr16	15887031	15887333	+	11.800000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-15887182-1	
Merged-chr10-94398374-1	chr10	94398213	94398536	+	10.966666	pCREB.fed.mergepeaks.txt	1	Merged-chr10-94398376-3	
Merged-chr6-90578426-1	chr6	90578275	90578577	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-90578426-1	
Merged-chr1-64690646-1	chr1	64690494	64690798	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-64690646-1	
Merged-chr14-20393601-1	chr14	20393449	20393753	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-20393601-1	
Merged-chr7-141434517-1	chr7	141434366	141434668	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-141434517-1	
Merged-chr7-24134064-1	chr7	24133918	24134210	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-24134064-1	
Merged-chr7-111028811-1	chr7	111028618	111029004	+	10.075001	pCREB.fed.mergepeaks.txt	1	Merged-chr7-111028808-2	
Merged-chr19-47432621-1	chr19	47432475	47432767	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-47432621-1	
Merged-chrX-170673372-1	chrX	170673220	170673524	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chrX-170673372-1	
Merged-chr11-116490380-1	chr11	116490234	116490526	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-116490380-1	
Merged-chr10-127380596-1	chr10	127380450	127380742	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-127380596-1	
Merged-chr7-127014399-1	chr7	127014210	127014588	+	11.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-127014392-3	
Merged-chr10-21441924-1	chr10	21441778	21442070	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-21441924-1	
Merged-chr4-128584265-1	chr4	128584114	128584416	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-128584265-1	
Merged-chr9-35063341-1	chr9	35063190	35063492	+	11.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-35063341-1	
Merged-chr18-12711234-1	chr18	12711083	12711385	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-12711234-1	
Merged-chr7-101065214-1	chr7	101065036	101065393	+	12.200001	pCREB.fed.mergepeaks.txt	1	Merged-chr7-101065217-2	
Merged-chr18-21298964-1	chr18	21298818	21299110	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-21298964-1	
Merged-chr3-131018147-1	chr3	131017995	131018299	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-131018147-1	
Merged-chr17-29488799-1	chr17	29488647	29488951	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-29488799-1	
Merged-chr9-56937378-1	chr9	56937207	56937550	+	10.264999	pCREB.fed.mergepeaks.txt	1	Merged-chr9-56937381-2	
Merged-chr4-19678256-1	chr4	19678110	19678402	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-19678256-1	
Merged-chr2-164880114-1	chr2	164879927	164880302	+	13.250000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-164880117-2	
Merged-chr11-77199848-1	chr11	77199702	77199994	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-77199848-1	
Merged-chr15-96699737-1	chr15	96699586	96699888	+	10.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-96699737-1	
Merged-chr2-59131011-1	chr2	59130865	59131157	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-59131011-1	
Merged-chr14-20607953-1	chr14	20607787	20608120	+	8.460000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-20607954-2	
Merged-chr9-44604287-1	chr9	44604141	44604433	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-44604287-1	
Merged-chr19-6941549-1	chr19	6941398	6941700	+	14.800000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-6941549-1	
Merged-chr2-3708906-1	chr2	3708760	3709052	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-3708906-1	
Merged-chr4-155577457-1	chr4	155577311	155577603	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-155577457-1	
Merged-chr9-43743859-1	chr9	43743699	43744020	+	9.735001	pCREB.fed.mergepeaks.txt	1	Merged-chr9-43743862-2	
Merged-chr4-127022397-1	chr4	127022219	127022576	+	9.850000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-127022398-2	
Merged-chr11-118477010-1	chr11	118476864	118477156	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-118477010-1	
Merged-chr19-46003502-1	chr19	46003356	46003648	+	11.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-46003502-1	
Merged-chr6-5198864-1	chr6	5198718	5199010	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-5198864-1	
Merged-chr4-59003106-1	chr4	59002954	59003259	+	11.125000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-59003109-2	
Merged-chr2-28517443-1	chr2	28517297	28517589	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-28517443-1	
Merged-chr16-21844232-1	chr16	21844081	21844383	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-21844232-1	
Merged-chr15-76626098-1	chr15	76625944	76626253	+	13.566667	pCREB.fed.mergepeaks.txt	1	Merged-chr15-76626096-3	
Merged-chr17-83350796-1	chr17	83350644	83350948	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-83350796-1	
Merged-chr19-56602129-1	chr19	56601977	56602281	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-56602129-1	
Merged-chr8-126829574-1	chr8	126829428	126829720	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-126829574-1	
Merged-chr13-23562514-1	chr13	23562308	23562721	+	13.033334	pCREB.fed.mergepeaks.txt	1	Merged-chr13-23562512-3	
Merged-chr13-64370433-1	chr13	64370232	64370635	+	10.583333	pCREB.fed.mergepeaks.txt	1	Merged-chr13-64370438-3	
Merged-chr7-79935771-1	chr7	79935598	79935944	+	10.035000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-79935774-2	
Merged-chr11-87426400-1	chr11	87426217	87426584	+	11.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-87426400-2	
Merged-chr3-101507375-1	chr3	101507229	101507521	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-101507375-1	
Merged-chr10-59900063-1	chr10	59899911	59900215	+	13.200000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-59900063-1	
Merged-chr1-72284213-1	chr1	72284067	72284359	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-72284213-1	
Merged-chr2-27474914-1	chr2	27474763	27475065	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-27474914-1	
Merged-chr2-58754875-1	chr2	58754729	58755021	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-58754875-1	
Merged-chr12-85288027-1	chr12	85287881	85288173	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-85288027-1	
Merged-chr11-97629904-1	chr11	97629752	97630056	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-97629904-1	
Merged-chr14-45463699-1	chr14	45463553	45463845	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-45463699-1	
Merged-chr3-96500948-1	chr3	96500802	96501094	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-96500948-1	
Merged-chr2-39007972-1	chr2	39007813	39008131	+	10.950000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-39007969-2	
Merged-chr11-97801754-1	chr11	97801602	97801906	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-97801754-1	
Merged-chr9-22085315-1	chr9	22084999	22085631	+	11.516666	pCREB.fed.mergepeaks.txt	1	Merged-chr9-22085343-3	
Merged-chr5-66114390-1	chr5	66114244	66114536	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-66114390-1	
Merged-chr10-93095182-1	chr10	93095030	93095334	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-93095182-1	
Merged-chr17-46726114-1	chr17	46725885	46726343	+	20.066668	pCREB.fed.mergepeaks.txt	1	Merged-chr17-46726123-3	
Merged-chr12-37476479-1	chr12	37476328	37476630	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-37476479-1	
Merged-chr18-65120545-1	chr18	65120390	65120700	+	9.975000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-65120548-2	
Merged-chr3-63976031-1	chr3	63975828	63976235	+	10.325000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-63976034-2	
Merged-chr14-40606218-1	chr14	40606066	40606370	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-40606218-1	
Merged-chr14-93281251-1	chr14	93281100	93281402	+	10.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-93281251-1	
Merged-chr7-111122778-1	chr7	111122626	111122930	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-111122778-1	
Merged-chr5-122548863-1	chr5	122548711	122549015	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-122548863-1	
Merged-chr16-13206056-1	chr16	13205837	13206275	+	8.065001	pCREB.fed.mergepeaks.txt	1	Merged-chr16-13206053-2	
Merged-chr12-112488554-1	chr12	112488396	112488712	+	12.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-112488554-2	
Merged-chr18-4921649-1	chr18	4921503	4921795	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-4921649-1	
Merged-chr10-67208074-1	chr10	67207889	67208260	+	12.733334	pCREB.fed.mergepeaks.txt	1	Merged-chr10-67208080-3	
Merged-chr2-131910036-1	chr2	131909884	131910188	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-131910036-1	
Merged-chr4-150014100-1	chr4	150013954	150014246	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-150014100-1	
Merged-chr13-98896677-1	chr13	98896420	98896934	+	8.540000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-98896677-2	
Merged-chr1-165421588-1	chr1	165421390	165421786	+	9.450001	pCREB.fed.mergepeaks.txt	1	Merged-chr1-165421591-2	
Merged-chrX-73915228-1	chrX	73915076	73915380	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chrX-73915228-1	
Merged-chr3-89266527-1	chr3	89266375	89266679	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-89266527-1	
Merged-chr19-4928340-1	chr19	4928188	4928492	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-4928340-1	
Merged-chr16-90220909-1	chr16	90220763	90221055	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-90220909-1	
Merged-chr13-58914192-1	chr13	58913998	58914387	+	9.775000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-58914190-2	
Merged-chr9-65233422-1	chr9	65233195	65233650	+	9.413333	pCREB.fed.mergepeaks.txt	1	Merged-chr9-65233450-3	
Merged-chr11-87426976-1	chr11	87426830	87427122	+	13.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-87426976-1	
Merged-chr12-25234812-1	chr12	25234660	25234964	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-25234812-1	
Merged-chr6-72414329-1	chr6	72414099	72414560	+	10.380000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-72414332-3	
Merged-chr6-115421914-1	chr6	115421768	115422060	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-115421914-1	
Merged-chr3-103914303-1	chr3	103914157	103914449	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-103914303-1	
Merged-chr5-136986818-1	chr5	136986602	136987035	+	11.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-136986821-2	
Merged-chr3-37639834-1	chr3	37639682	37639986	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-37639834-1	
Merged-chr11-61862381-1	chr11	61862230	61862532	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-61862381-1	
Merged-chr3-100993756-1	chr3	100993610	100993902	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-100993756-1	
Merged-chr12-28686500-1	chr12	28686349	28686651	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-28686500-1	
Merged-chr13-119790897-1	chr13	119790751	119791043	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-119790897-1	
Merged-chr4-118544807-1	chr4	118544499	118545116	+	9.773334	pCREB.fed.mergepeaks.txt	1	Merged-chr4-118544848-3	
Merged-chr13-81754338-1	chr13	81754192	81754484	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-81754338-1	
Merged-chr17-45885809-1	chr17	45885626	45885992	+	8.809999	pCREB.fed.mergepeaks.txt	1	Merged-chr17-45885812-2	
Merged-chr7-120842862-1	chr7	120842571	120843154	+	8.745001	pCREB.fed.mergepeaks.txt	1	Merged-chr7-120842863-2	
Merged-chr16-31684292-1	chr16	31684140	31684444	+	7.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-31684292-1	
Merged-chr5-45441216-1	chr5	45441064	45441368	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-45441216-1	
Merged-chr18-73585245-1	chr18	73585099	73585391	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-73585245-1	
Merged-chr2-71211726-1	chr2	71211538	71211915	+	8.809999	pCREB.fed.mergepeaks.txt	1	Merged-chr2-71211729-2	
Merged-chr11-101291397-1	chr11	101291245	101291549	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-101291397-1	
Merged-chr14-31018904-1	chr14	31018736	31019073	+	10.525000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-31018902-2	
Merged-chr10-86778539-1	chr10	86778370	86778709	+	10.264999	pCREB.fed.mergepeaks.txt	1	Merged-chr10-86778540-2	
Merged-chr15-85657908-1	chr15	85657762	85658054	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-85657908-1	
Merged-chr3-121650152-1	chr3	121650001	121650303	+	11.800000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-121650152-1	
Merged-chr13-42051570-1	chr13	42051418	42051722	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-42051570-1	
Merged-chr4-99194053-1	chr4	99193868	99194238	+	9.933333	pCREB.fed.mergepeaks.txt	1	Merged-chr4-99194062-3	
Merged-chr17-6827870-1	chr17	6827719	6828021	+	16.299999	pCREB.fed.mergepeaks.txt	1	Merged-chr17-6827870-1	
Merged-chr12-85104923-1	chr12	85104777	85105069	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-85104923-1	
Merged-chr17-46139119-1	chr17	46138968	46139270	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-46139119-1	
Merged-chr6-86962605-1	chr6	86962459	86962751	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-86962605-1	
Merged-chr2-141997847-1	chr2	141997695	141997999	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-141997847-1	
Merged-chr13-30340106-1	chr13	30339934	30340279	+	12.133333	pCREB.fed.mergepeaks.txt	1	Merged-chr13-30340099-3	
Merged-chr10-51395958-1	chr10	51395807	51396109	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-51395958-1	
Merged-chr7-112023206-1	chr7	112023054	112023358	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-112023206-1	
Merged-chr2-170133461-1	chr2	170133211	170133712	+	9.863334	pCREB.fed.mergepeaks.txt	1	Merged-chr2-170133434-3	
Merged-chr13-101862266-1	chr13	101862120	101862412	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-101862266-1	
Merged-chr2-32168017-1	chr2	32167871	32168163	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-32168017-1	
Merged-chr14-57826342-1	chr14	57826196	57826488	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-57826342-1	
Merged-chr4-141559120-1	chr4	141558968	141559272	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-141559120-1	
